,행정동코드,1월_외국인_총생활인구수,2월_외국인_총생활인구수,3월_외국인_총생활인구수,4월_외국인_총생활인구수,5월_외국인_총생활인구수,6월_외국인_총생활인구수,7월_외국인_총생활인구수,8월_외국인_총생활인구수,9월_외국인_총생활인구수,10월_외국인_총생활인구수,11월_외국인_총생활인구수,12월_외국인_총생활인구수,2021년_외국인_평균
186,11380625,177.0134,94.8816,116.3458,147.0141,71.4932,38.4212,96.4417,185.567,97.8281,83.2824,66.5146,117.7103,107.7094
187,11380631,51.2019,142.8774,44.7724,32.017,115.8035,44.846,34.8587,85.639,72.4644,78.0435,66.0059,42.972,67.6251
188,11380632,28.093,65.8445,20.4052,67.3167,16.6927,73.8846,90.608,22.2656,12.4512,52.251,49.792,54.0613,46.1388
189,11380640,58.0163,41.9764,7.2563,55.208,17.8303,63.2196,12.489,48.9153,63.4612,53.383,50.2032,44.8998,43.0715
190,11380650,8.5629,22.9411,30.8793,31.8556,56.954,23.7323,60.277,17.7538,46.5843,22.9662,53.0839,48.1707,35.3134
191,11380690,131.4202,109.1686,168.9454,95.7545,148.8663,165.1272,184.8999,343.8245,157.4178,175.2074,150.4819,177.2366,167.3625
192,11410520,146.1042,95.1541,63.8077,43.976,55.6728,80.1645,154.0793,72.6131,83.9267,109.3496,57.1618,95.1069,88.0931
193,11410555,417.9827,688.5605,531.8107,511.535,411.9964,622.2458,396.5725,558.0193,548.2093,736.8314,824.8971,763.9529,584.3845
194,11410565,414.7387,505.2021,487.3348,282.107,353.5159,406.1323,416.9127,558.3783,416.1773,547.8525,680.1711,550.4163,468.2449
195,11410585,1281.3491,2087.4558,2141.1969,1468.9941,1424.543,1854.0732,1068.9275,2539.6556,2321.2762,1296.9172,1478.4809,1563.4717,1710.5284
196,11410615,409.7186,416.3484,862.7548,537.8087,469.5754,607.3823,375.6102,791.009,794.1948,535.2658,607.3152,697.5079,592.0409
197,11410620,128.2865,91.986,166.4682,39.4725,93.519,172.0791,64.0014,54.4983,107.692,73.0311,115.8933,96.9099,100.3198
198,11410640,15.024,41.6863,152.6653,54.3566,77.4328,30.5914,39.6051,75.7176,103.1238,149.517,29.2464,35.1364,67.0086
199,11410655,20.7659,25.443,60.983,21.2746,35.4447,38.9838,31.1071,42.1339,28.7204,39.2352,37.7018,20.7275,33.5434
200,11410660,389.7816,71.8645,21.653,20.3714,61.3269,57.5887,36.5026,32.4928,94.9894,161.8989,27.501,69.6264,87.1331
201,11410685,117.221,167.2016,183.4027,149.7058,196.9479,189.3096,96.3947,222.1128,279.7995,206.2912,243.6649,228.4797,190.0443
202,11410690,109.9316,80.6348,129.73,65.9463,42.1092,85.9797,25.8159,40.359,42.8075,63.2418,68.8972,20.0567,64.6258
203,11410700,111.5872,189.7401,262.5062,130.2811,149.8339,75.9245,111.6197,198.203,208.3068,107.3805,222.5498,154.9363,160.2391
204,11410710,21.9326,30.169,28.4117,31.8512,15.038,37.6797,21.3975,74.2752,40.0714,115.0898,58.6508,52.8296,43.9497
205,11410720,105.2852,162.2104,202.9014,144.9286,72.9151,86.3069,99.5735,108.3524,113.7608,107.3814,249.9129,169.9666,135.2913
206,11440555,267.1182,317.5008,279.9344,189.8969,153.9852,214.577,239.1696,143.7897,123.5179,210.4353,357.885,207.4204,225.4359
207,11440565,362.3968,197.6268,417.5012,214.1853,192.2235,308.1639,360.3701,224.0014,384.7661,323.8681,563.8707,385.7533,327.8939
208,11440585,253.1645,181.8714,164.4517,223.784,151.7695,212.3438,131.7865,128.0296,140.5649,134.1279,211.6772,135.958,172.4608
209,11440590,287.0322,361.4734,196.5258,215.332,217.0456,239.3439,219.398,271.6033,301.5596,321.0534,400.6645,424.3198,287.946
210,11440600,376.8625,693.7219,821.8471,343.8332,493.013,484.8329,264.6478,649.387,578.3894,394.1756,441.6979,617.6836,513.341
211,11440610,55.2679,177.7047,162.1476,164.4005,149.6595,90.6464,102.4123,74.6991,162.8234,109.3474,182.8958,97.3854,127.4492
212,11440630,108.3962,124.3991,169.0286,48.9652,108.1412,77.7723,143.9957,98.0262,95.8068,146.1304,182.6123,178.3024,123.4647
213,11440655,143.9391,335.2587,327.262,180.0146,306.7597,316.8531,247.0363,362.892,441.3968,429.8727,493.483,451.9503,336.3932
214,11440660,1105.4363,2050.4876,2543.6195,1324.2102,2465.7659,1953.9075,1488.8952,2437.1666,2335.4944,1149.5632,1696.7214,1839.0851,1865.8627
215,11440680,137.0958,227.5034,250.9391,141.9665,119.4982,80.2795,95.9854,182.5371,203.5757,273.1213,227.9587,256.7061,183.0972
216,11440690,55.6131,100.223,50.7776,68.173,121.988,39.4073,82.3508,100.3149,54.1338,131.5067,209.697,97.7873,92.6644
217,11440700,70.3063,26.5347,65.5297,62.7853,54.2833,52.8784,33.1086,77.9615,93.2798,98.9603,128.1111,37.851,66.7992
218,11440710,621.7105,1146.2817,1056.9284,612.5954,912.302,952.2715,696.9444,1046.778,805.1904,302.1889,501.9915,617.4151,772.7165
219,11440720,108.3712,207.4585,195.8302,109.8031,109.0124,156.2989,165.5738,241.8143,172.6071,169.5049,242.4697,233.6115,176.0296
220,11440730,158.5148,168.0366,104.2076,133.5549,121.1435,114.6909,121.2454,137.2713,107.5979,165.0317,263.6923,140.1897,144.5981
221,11440740,293.4839,216.0633,149.2175,366.2004,303.7021,217.0069,354.7184,257.8355,249.6091,364.1048,410.0599,339.1013,293.4253
222,11470510,170.5992,274.604,205.293,135.7439,90.3714,91.0219,193.2284,154.5551,85.2621,188.8622,368.5741,289.929,187.337
223,11470520,91.6356,69.3936,77.1853,70.8025,121.1721,123.1422,147.0884,181.6586,109.0663,80.9033,124.2202,115.7807,109.3374
224,11470530,35.4831,40.5856,104.1352,71.5052,62.3245,55.4262,89.27,46.2213,53.8874,77.4147,68.0118,43.471,62.3113
225,11470540,34.5744,59.0433,41.1773,66.9749,30.506,26.2799,55.3437,88.6288,45.4341,103.753,149.3187,55.1162,63.0125
226,11470550,108.1267,562.7047,100.0736,95.937,108.9561,87.6994,138.8748,164.7643,79.3215,226.0823,244.1074,205.9578,176.8838
227,11470560,123.223,30.0203,55.0689,66.4612,14.7191,22.0362,53.0527,56.4761,30.7421,99.7032,90.5664,118.3033,63.3644
228,11470570,22.4958,88.0067,51.455,54.4566,80.7915,29.4963,41.8406,94.6649,98.5812,47.5501,110.9338,69.1121,65.7821
229,11470580,39.3207,42.0162,51.1691,32.5576,51.0488,52.2677,64.2884,31.7817,19.7828,29.1726,111.5891,76.8886,50.1569
230,11470590,53.1169,75.9158,22.1824,55.0557,48.8097,10.2475,27.3412,62.3228,42.7467,63.5879,64.0716,67.2274,49.3855
231,11470600,47.8131,50.501,24.8383,55.6469,16.3257,14.1711,38.2884,24.2176,45.5266,23.3713,52.9057,64.4991,38.1754
232,11470610,6.8963,28.4589,24.0666,28.983,24.8607,25.7739,15.2412,11.3177,12.1322,18.8102,40.2722,15.7543,21.0473
233,11470611,72.6392,153.3007,9.881,31.3859,20.4905,218.1993,31.1936,23.7902,57.708,54.0903,55.9977,67.2849,66.3301
234,11470620,15.3958,60.2357,117.8052,53.4784,25.9563,42.4109,75.0285,61.5076,55.8132,84.5717,111.7683,85.4243,65.783
235,11470630,70.2514,81.4715,16.0264,22.979,67.9428,113.5249,38.1981,60.1401,109.2037,42.8933,46.9552,93.8745,63.6217
236,11470640,137.9192,93.7712,148.826,151.5085,172.9775,61.3999,173.2847,123.6315,604.4423,239.512,237.0664,205.4639,195.8169
237,11470650,260.0779,166.0767,107.0268,42.1233,174.4676,80.7436,213.1584,118.9878,104.0277,127.9617,335.7921,194.1068,160.3792
238,11470670,96.6158,143.1486,47.0763,96.9764,74.2111,47.885,77.4017,89.3447,83.0675,60.5099,130.6734,160.1914,92.2585
239,11470680,98.7099,59.8809,58.7914,58.3127,77.0212,32.716,122.1728,166.1503,84.5043,109.6904,153.0624,109.4525,94.2054
240,11500510,969.1539,828.1076,932.3453,924.7161,1390.4231,1050.3185,996.6103,1362.0151,923.2232,1024.4217,1599.8492,1517.1776,1126.5301
241,11500520,345.2002,326.2213,162.5652,233.6618,133.9373,79.6855,149.2759,130.3761,129.3674,124.9006,206.2278,150.58,180.9999
242,11500530,39.9079,25.9906,56.9938,47.1987,52.4741,34.0977,64.8682,106.6624,54.8819,52.1311,67.3709,67.9043,55.8735
243,11500535,170.5402,80.5894,105.1221,268.2804,115.1779,237.3206,200.921,213.9444,151.3032,286.4331,376.9164,266.9519,206.1251
244,11500540,325.4797,354.3178,387.6162,263.9731,282.4027,217.3047,296.5177,167.8613,227.7446,245.2686,271.7103,254.757,274.5795
245,11500550,75.5314,58.2024,50.6937,39.4262,16.0683,56.107,62.4803,38.8527,38.8896,104.6053,94.5447,18.8883,54.5242
246,11500560,88.1194,92.9608,46.4366,51.4143,77.2407,120.8938,82.4747,42.6165,62.2333,81.9818,119.1283,107.1428,81.0536
247,11500570,69.4805,45.6925,29.6735,81.8979,47.4623,53.8611,70.7359,95.1641,53.6282,76.1442,115.3573,76.904,68.0001
248,11500590,79.2367,103.8298,61.5853,75.5355,168.4214,79.4169,75.9485,152.0381,178.3649,70.4005,202.5374,84.1887,110.9586
249,11500591,156.7667,230.7171,108.3414,112.7231,45.2319,42.2416,81.4712,77.2193,121.5706,122.1017,147.6138,88.3082,111.1922
250,11500593,165.5762,146.8174,104.226,129.4166,62.0869,92.2046,102.3629,130.1884,111.1966,97.7923,183.4184,117.8241,120.2592
251,11500603,361.0959,457.3745,295.5599,438.4788,423.1332,301.5996,240.0675,450.0208,302.4712,281.7852,772.3123,536.3847,405.0236
252,11500604,10.657,38.542,57.0007,17.5425,51.6707,47.1906,31.6729,29.8077,92.842,40.7492,92.2183,48.6203,46.5428
253,11500605,41.3776,36.1166,36.3658,39.4944,37.7071,53.0585,113.5396,20.6236,50.7438,62.1113,63.3094,164.608,59.9213
254,11500611,124.6206,102.7045,62.3901,76.5502,47.607,196.41,111.7963,86.5041,71.5603,84.8903,286.2334,156.4056,117.306
255,11500615,136.8932,155.7203,82.8958,117.8534,75.7319,117.4731,99.6653,79.7834,124.3518,114.4637,255.2368,217.5098,131.4649
256,11500620,398.4652,227.0152,236.2272,236.0731,197.7993,201.5581,266.1384,226.6949,159.9049,327.6331,299.2977,295.6433,256.0375
257,11500630,289.712,208.3454,211.6881,123.829,157.3489,94.9452,131.6039,154.2794,157.8438,182.8997,264.3728,179.0026,179.6559
258,11500640,249.7426,216.6779,337.1203,287.2537,361.191,340.1627,331.5973,205.2919,175.1366,286.3979,361.9189,389.2218,295.1427
259,11500641,38.1724,89.8043,91.0696,148.9339,75.0578,122.2461,85.7483,109.1713,64.8774,110.2049,241.864,83.1319,105.0235
260,11530510,196.5957,304.1197,204.1507,100.4825,191.4064,142.9783,254.0968,117.7555,192.3503,174.9637,196.9767,452.7945,210.7226
261,11530520,35.1725,49.8409,67.7556,35.691,98.01,103.1529,81.8169,31.8313,44.7271,26.5999,77.6396,51.4243,58.6385
262,11530530,715.5738,903.194,770.7351,1032.1404,865.5245,1026.4798,1093.0049,656.4226,749.7726,1115.1076,1173.7447,932.2387,919.4949
263,11530540,647.2574,506.7278,594.993,616.9655,626.8867,483.9489,670.2496,362.9967,396.7547,555.2799,866.1972,582.0399,575.8581
264,11530550,300.469,532.8679,374.6652,556.3053,655.1067,603.6099,640.0732,294.5124,430.5195,457.0349,549.898,443.1922,486.5212
265,11530560,420.5498,511.9786,519.2218,342.1714,570.3294,367.5317,478.9516,358.0911,395.1032,409.2572,437.5,374.2584,432.0787
266,11530595,757.8642,497.8009,549.8349,617.974,830.9925,548.602,551.0864,428.6991,339.6553,491.1336,634.735,616.0341,572.0343
267,11530720,72.3257,104.0102,67.1126,100.4848,124.9525,100.0243,93.0369,120.7873,29.4132,201.4335,153.5242,170.1474,111.4377
268,11530730,42.1483,34.0642,138.1006,68.2712,117.1333,37.1543,110.5298,95.5531,66.6296,85.259,105.5792,108.5788,84.0835
269,11530740,415.6424,372.81,289.0505,321.3163,503.7584,487.6336,561.7444,453.9523,345.5865,402.2313,596.761,654.1631,450.3875
270,11530750,168.2368,301.0045,279.7153,289.9824,309.98,303.505,245.9777,107.3236,79.2385,167.4726,125.8108,92.4263,205.8895
271,11530760,43.5861,77.5314,88.8583,30.0492,30.7905,76.6832,87.7811,47.3542,53.5205,45.434,58.3678,120.2335,63.3492
272,11530770,813.6879,688.9081,737.3336,719.7843,1106.0691,660.8337,753.1261,811.0133,564.1672,679.908,847.0111,866.4143,770.6881
273,11530780,508.0332,744.9,731.4736,629.4863,1034.4635,731.2372,976.0998,980.9639,757.0348,901.4009,1069.7587,1087.2853,846.0114
274,11530790,155.5559,128.1584,53.2076,47.3309,79.4974,91.5659,99.6369,141.0003,109.9476,112.8944,169.9389,141.653,110.8656
275,11545510,694.198,560.0016,567.5389,716.3866,1180.7885,572.7988,618.9459,433.7632,486.484,523.654,703.8902,671.6111,644.1717
276,11545610,478.1611,452.682,361.1338,320.7457,271.6918,309.6368,317.569,190.2264,245.2018,133.183,226.8192,210.9482,293.1666
277,11545620,291.5031,94.2206,219.8475,185.6867,222.0224,205.3612,229.6979,122.7666,248.7196,471.6374,269.4929,205.461,230.5347
278,11545630,345.4538,184.3194,360.5215,294.1226,409.9852,422.0819,442.8637,238.2446,316.8675,467.0311,257.015,343.4552,340.1635
279,11545640,178.9579,206.5891,211.8528,173.8165,220.3223,236.3672,289.111,226.973,219.7107,337.8076,180.8294,232.236,226.2145
280,11545670,262.0201,210.2198,297.8943,205.9434,203.6202,213.9964,475.8153,150.2824,202.0007,187.0564,215.574,420.8578,253.7734
281,11545680,61.5961,0.4797,12.8615,19.5032,76.8353,79.972,84.7998,43.7226,62.7208,66.2373,35.3943,128.5806,56.0586
282,11545690,108.7386,17.0608,16.8727,28.7486,34.2734,24.7329,38.3813,101.3031,14.6169,43.7416,54.2423,87.9465,47.5549
283,11545700,137.3612,110.1225,51.5474,66.5194,83.4073,49.1656,152.0431,144.0021,71.5577,104.3977,101.7203,134.0044,100.4874
284,11545710,63.0054,68.2764,61.1804,48.8998,136.9356,67.3753,49.634,84.8775,51.7029,59.0711,68.8584,125.1268,73.7453
285,11560515,327.398,312.0324,308.4078,249.511,228.5665,382.6231,298.0665,173.5507,213.5347,244.776,301.5078,293.3038,277.7732
286,11560535,310.0576,917.9477,302.7757,203.7087,252.5404,268.7933,317.2364,326.646,307.7301,500.9305,484.006,362.9099,379.6069
287,11560540,748.6042,1379.5856,785.6682,547.356,644.1518,629.7262,649.5997,838.2575,1091.0059,886.1314,1351.6627,790.3006,861.8375
288,11560550,49.9533,276.0817,119.1521,123.62,37.5093,127.0884,37.4844,90.0083,133.6431,105.3421,206.9754,116.7091,118.6306
289,11560560,347.4013,805.1577,154.4411,106.4478,68.181,149.216,218.1941,117.2384,155.397,196.9391,178.7889,131.6136,219.0847
290,11560585,256.7272,214.4563,245.7623,190.7945,144.7615,142.4956,332.7487,130.7897,144.8021,277.9338,260.4742,177.6325,209.9482
291,11560605,146.8012,479.646,213.8845,77.9149,111.0136,60.2935,215.6503,140.6127,91.0077,266.4848,434.5697,233.0315,205.9092
292,11560610,134.1142,223.9859,82.5813,110.0415,50.8795,86.7169,66.53,47.5624,67.5507,110.2092,203.0018,151.2756,111.2041
293,11560620,154.7572,421.4484,87.7223,122.6757,75.3637,84.3867,132.4342,120.9528,165.6973,159.2103,254.4079,144.9414,160.3332
294,11560630,128.9674,223.424,199.6759,102.587,199.3419,120.8576,188.3166,189.6216,177.8317,218.2164,249.1527,107.2466,175.4366
295,11560650,249.1743,124.7708,323.7409,224.7994,248.8395,207.3877,180.8905,70.5608,170.3018,98.2045,109.4482,107.6184,176.3114
296,11560660,163.9933,85.216,92.1639,62.2079,71.6237,87.6919,190.5072,97.7326,162.7205,180.4785,110.2655,98.2502,116.9043
297,11560670,100.5979,171.7114,100.6665,120.6695,102.239,55.2388,63.2927,79.017,37.1232,101.0491,150.776,54.9759,94.7798
298,11560680,139.9929,98.9896,123.8698,188.2832,316.47,196.6406,124.6904,127.5518,119.5472,181.5678,166.2545,184.7987,164.0547
299,11560690,123.6205,85.1021,64.3736,152.9666,146.5056,80.7404,29.7622,26.2173,67.5668,57.815,92.1348,112.6272,86.6194
300,11560700,359.2785,318.3275,271.3076,295.0189,343.9421,361.4681,308.0899,250.2118,269.5179,362.3106,418.4223,349.8121,325.6423
301,11560710,1044.2045,1064.2575,977.4474,1043.0493,1176.1509,955.402,908.3776,791.2207,706.9266,913.3611,1026.6223,949.1418,963.0135
302,11560720,535.8083,447.6328,633.7884,708.6224,742.1732,679.952,571.1505,539.7137,589.2582,629.2677,992.0514,730.9728,650.0326
303,11590510,188.0835,152.9324,87.1127,30.4361,129.0061,125.7303,78.9736,81.8298,126.8347,73.6325,153.8385,158.4273,115.5698
304,11590520,86.9862,114.8472,66.9103,68.233,103.7361,101.3858,77.9558,110.6008,97.5896,94.2289,121.2299,112.2416,96.3288
305,11590530,239.5068,539.6985,626.2042,453.4963,316.79,419.4735,453.5105,459.1691,673.4868,407.7576,264.3658,314.7872,430.6872
306,11590540,28.7747,121.3819,97.7218,131.3524,107.3739,109.6319,203.6867,230.0205,122.0564,63.7418,82.6127,172.4079,122.5635
307,11590550,59.1446,113.0065,51.6673,53.9278,87.2703,27.3983,43.6516,18.5679,45.5867,44.9382,57.9752,80.8547,56.9991
308,11590560,77.9248,213.7918,56.2449,167.1931,116.2904,27.8496,107.4516,116.7497,49.7404,86.2908,64.6289,130.4887,101.2204
309,11590605,369.3848,753.7691,1189.9254,480.0709,442.3096,890.5068,466.8514,832.2378,1260.696,643.4037,471.6451,758.2373,713.2532
310,11590620,93.7089,53.5058,70.5521,147.98,57.4527,64.9302,63.0798,107.7894,121.7094,85.2597,167.7968,151.634,98.7832
311,11590630,74.1012,60.1802,139.3602,114.1325,81.9614,134.5679,121.9443,65.3107,96.9508,108.0833,118.2198,272.6645,115.6231
312,11590640,69.9731,60.5182,31.191,49.0668,60.9719,71.1075,71.3239,56.8303,50.6803,35.3886,33.3411,70.6158,55.084
313,11590650,44.9353,85.192,47.1817,56.5976,76.9396,23.8316,21.391,43.0253,30.9502,20.1198,75.3898,60.6086,48.8469
314,11590651,41.5495,33.5313,23.3802,19.439,10.0326,46.5141,20.8823,98.8234,37.5263,39.7513,41.553,81.9247,41.2423
315,11590660,236.2235,156.5054,371.3484,87.665,119.8128,165.6307,103.2241,112.9859,159.8804,175.5888,243.7451,155.9401,174.0458
316,11590670,118.0037,243.467,265.9792,219.7338,326.783,301.7565,243.6009,135.9471,124.0196,326.8984,322.2043,246.2841,239.5565
317,11590680,85.5429,70.383,97.9029,27.6694,113.4024,188.2619,95.6539,57.7697,80.6507,90.9971,134.1321,83.4049,93.8143
318,11620525,102.7996,49.6104,80.5884,36.6749,73.7157,75.5667,22.5875,33.9808,37.9942,103.5045,120.3994,68.3058,67.144
319,11620545,119.9859,98.9267,33.5806,38.3465,75.3568,22.7401,35.8722,61.0997,79.1249,53.7323,51.7164,29.3091,58.3159
320,11620565,80.4016,23.7071,51.6348,63.7681,57.9793,24.4419,206.0768,35.9623,44.7938,95.7216,49.9746,111.7864,70.5207
321,11620575,99.7938,374.6627,124.647,36.9098,97.7737,59.0711,263.7288,102.124,84.8349,118.7115,119.7319,135.0764,134.7555
322,11620585,172.59,225.4413,211.978,119.593,230.8516,215.7978,125.2172,148.2647,332.7086,143.0875,162.3093,294.0253,198.4887
323,11620595,182.8817,288.868,168.7125,108.126,148.3536,314.6782,183.2843,229.9897,258.1416,241.582,401.1424,299.2753,235.4196
324,11620605,104.3036,166.4995,99.3404,82.4247,121.9538,142.2956,100.8671,63.8853,110.2454,117.7062,142.4193,193.6166,120.4631
325,11620615,84.2744,41.8196,53.7832,44.982,132.0443,49.3921,176.2865,79.4417,112.2097,97.791,118.8316,125.7638,93.0517
326,11620625,66.888,169.5584,43.9149,65.3068,153.1741,99.0975,105.5663,62.079,103.2165,97.3446,100.6457,89.7154,96.3756
327,11620630,61.2181,136.8448,85.7456,48.924,48.6705,61.933,46.7232,93.4051,77.3477,97.6711,130.5895,130.4232,84.958
328,11620645,88.8987,120.8765,48.4968,44.7934,28.2634,76.9704,111.0105,52.4608,28.5797,145.4126,194.0173,162.9909,91.8976
329,11620655,112.7184,140.66,126.5306,162.3908,100.7767,125.6262,175.304,153.2673,114.3807,168.0997,118.1651,126.1522,135.3393
330,11620665,125.7781,172.2879,120.6088,92.6175,123.1485,107.069,94.112,210.2231,239.104,174.3741,210.4333,175.3297,153.7572
331,11620685,273.0181,223.309,306.2992,286.4637,379.7817,363.6064,319.6256,210.3779,167.2758,222.9367,267.6698,346.4765,280.57
332,11620695,27.5718,119.2308,93.1357,115.8486,60.7096,62.1533,82.7113,65.9986,103.6823,121.1717,257.2118,193.5347,108.58
333,11620715,24.2514,21.4916,25.9339,120.0012,8.161,44.4744,7.1089,53.1947,62.1413,40.8216,101.6221,20.7335,44.1613
334,11620725,480.3373,234.2391,462.9364,397.9746,492.3163,436.3157,437.3228,443.3228,372.527,440.2077,378.793,299.8891,406.3485
335,11620735,123.8449,304.6992,384.0789,212.069,133.2435,205.6614,77.1092,136.1162,366.6421,170.0357,273.5033,189.1599,214.6803
336,11620745,107.4999,74.5897,75.9749,54.9047,83.289,64.2486,70.6227,48.5288,46.3169,90.0789,68.3541,64.8644,70.7727
337,11620765,68.2573,91.4018,66.0286,104.369,128.5988,171.563,177.0573,105.4026,59.8324,173.0135,100.3825,106.1122,112.6683
338,11620775,20.9533,46.9678,97.2709,67.6568,170.8814,41.1938,81.8526,10.0219,84.3288,68.459,91.643,30.8521,67.6734
339,11650510,57.0538,162.1006,104.3264,72.9647,91.4099,147.1516,210.6513,220.3974,179.6981,170.463,263.1326,261.2394,161.7157
340,11650520,279.0193,280.4992,208.4397,276.3343,335.9535,412.1579,474.5469,555.3884,516.7756,531.452,685.0855,442.8682,416.5434
341,11650530,343.5671,454.0139,274.8911,342.9014,257.3157,502.5147,430.6175,340.3381,469.4347,376.9398,679.1844,707.0611,431.565
342,11650531,242.6186,268.742,199.9685,189.3018,243.3022,199.4658,257.4982,307.7165,298.9239,368.1836,438.9503,380.1877,282.9049
343,11650540,272.5452,279.6448,211.2721,145.5177,176.8069,253.0599,231.5192,290.5838,178.3853,139.0049,277.1624,422.0744,239.7981
344,11650550,13.114,33.2312,24.1435,19.569,61.6026,43.5609,37.2246,41.0776,88.2048,20.2798,26.641,29.3277,36.4981
345,11650560,357.9275,452.7974,259.8935,230.4927,321.194,191.5564,293.4742,254.617,132.7027,241.683,251.51,208.4639,266.3594
346,11650570,43.2852,74.6348,90.6634,78.6806,49.7128,83.0774,69.8008,152.0366,202.1201,95.1878,92.3693,134.1793,97.1457
347,11650580,75.5656,142.8231,105.0317,41.5511,52.7844,113.0619,152.2976,145.3287,135.0101,124.966,200.0663,160.231,120.7265
348,11650581,308.3649,188.916,221.7934,335.2431,266.473,486.703,423.6533,612.619,552.0191,711.4088,498.9853,512.0153,426.5162
349,11650590,188.2699,87.2133,89.5179,108.7372,101.4865,164.9187,196.8913,207.5937,150.8679,98.5803,70.8443,113.2895,131.5176
350,11650600,48.9327,64.7961,98.5185,44.294,87.3288,132.8897,92.5635,106.566,117.9349,94.3216,163.1892,161.528,101.0719
351,11650610,13.1984,59.8234,103.4242,53.3281,46.1315,108.2875,58.2684,105.0,90.185,78.6193,134.6495,107.2745,79.8492
352,11650620,55.1791,173.2711,188.7218,107.7136,116.1647,255.6246,190.2389,116.6252,130.1085,199.5287,157.3066,114.5253,150.4173
353,11650621,154.1866,60.7034,186.1133,130.8479,77.031,144.6915,102.1874,137.5798,166.8663,105.8828,153.337,275.8615,141.274
354,11650651,133.8817,249.8185,206.5764,176.4596,170.9391,149.7099,321.223,258.2328,262.7038,287.7338,644.2098,308.2887,264.1481
355,11650652,101.5531,145.3353,164.3396,139.6915,114.6219,170.9344,134.5357,88.6714,125.749,282.4933,713.2541,337.9734,209.9294
356,11650660,221.612,56.2804,77.4109,150.9341,106.5163,95.6688,132.0132,67.2244,63.336,195.5016,230.0947,224.848,135.12
357,11680510,372.208,430.498,323.787,254.7106,276.1352,482.8508,278.832,480.4232,424.6169,502.4738,561.6516,500.0799,407.3556
358,11680521,585.0154,621.8509,449.2335,535.1075,471.9429,464.6363,589.7227,639.9242,498.8512,453.1359,667.8255,684.6225,555.1557
359,11680531,298.9658,587.0303,350.8415,142.2893,357.782,383.2076,433.6135,485.89,377.624,425.8376,732.9496,541.4217,426.4544
360,11680545,276.8092,262.9545,287.4369,145.4418,231.809,408.1437,399.1564,446.0107,308.5664,345.0405,635.6616,694.2491,370.1067
361,11680565,533.5057,514.4622,511.2208,345.4664,280.1198,453.7469,573.0973,647.5645,499.9386,711.2397,829.2101,793.6236,557.7663
362,11680580,328.7874,433.5554,557.3741,393.8607,463.5823,684.2893,822.0753,753.9928,678.2759,1349.4975,1355.1524,990.7139,734.2631
363,11680590,248.8602,319.9482,277.1299,243.4891,198.5966,291.2421,416.5646,399.1086,451.9481,376.2401,404.7075,452.227,340.0052
364,11680600,36.8466,57.8071,94.093,92.5047,89.729,225.9363,184.491,190.4734,116.9282,78.3963,176.2817,252.7349,133.0185
365,11680610,289.4054,371.111,276.9244,292.8754,483.3888,527.3371,441.2283,382.502,423.2195,644.4059,801.3426,421.1641,446.242
366,11680630,353.5234,234.6596,504.5682,190.536,152.8873,362.8796,181.8359,204.8493,246.3892,188.7309,341.6433,202.6251,263.7606
367,11680640,1160.0882,1310.6357,944.9998,823.4792,941.7709,1289.6555,973.0533,996.4745,1103.9186,1163.4778,1421.3429,1235.9999,1113.7414
368,11680650,436.0348,481.5333,635.9959,480.0134,411.1515,501.3484,419.856,481.4402,369.692,293.7218,401.3334,372.0088,440.3441
369,11680655,179.8234,189.8162,106.4813,226.8768,188.8153,215.7123,251.9321,201.7376,210.4314,309.7129,343.7201,275.8832,225.0786
370,11680656,169.4316,208.8524,181.8151,213.5654,141.2134,272.4225,330.4815,262.61,204.5432,143.726,233.2707,325.473,223.9504
371,11680660,72.4736,76.6537,78.3025,55.9911,33.3975,52.4992,73.3347,106.6731,80.5132,70.5358,77.4046,92.1033,72.4902
372,11680670,129.7751,73.5556,73.4017,76.2195,150.8393,248.5679,153.1258,143.7632,117.0567,174.0364,204.832,203.3068,145.7066
373,11680690,88.457,79.225,223.0985,245.7194,60.623,140.622,56.3739,74.101,104.6915,98.6172,119.1651,138.0737,119.0639
374,11680700,167.3362,113.2999,139.7802,87.6787,136.422,116.8677,199.6258,154.4455,190.1263,168.4546,216.8061,165.6103,154.7044
375,11680720,69.3719,41.235,72.0113,69.4289,110.4974,93.8951,67.4137,156.3755,125.0997,155.5918,171.5943,132.0532,105.3806
376,11680730,77.5466,209.5998,75.0805,20.7376,51.692,83.3202,69.3987,82.0168,27.8887,53.402,137.4346,78.8932,80.5842
377,11680740,53.358,87.5485,44.9806,44.8596,103.885,61.1571,89.5992,99.0728,132.1705,76.4599,177.6364,98.7003,89.119
378,11680750,39.9101,38.9813,81.8734,47.0856,100.31,83.7441,154.9474,69.983,159.6875,77.6333,225.5631,155.1231,102.9035
379,11710510,39.6599,85.299,80.9818,106.2156,67.4676,36.1628,67.7626,31.217,33.3351,40.7531,231.7525,51.2849,72.6577
380,11710520,195.703,73.0295,84.3241,82.7167,141.397,50.4183,81.2155,91.6704,111.9395,102.4484,228.102,298.6023,128.4639
381,11710531,49.3983,20.1357,33.4192,27.0474,28.6155,22.5324,7.3622,29.1257,25.7723,50.1775,32.2059,40.4675,30.5216
382,11710532,24.1822,32.8604,55.3622,41.4534,39.6889,22.4449,82.9406,50.5111,40.0302,50.694,23.4067,25.14,40.7262
