,행정동코드,1월_2030여성비율,2월_2030여성비율,3월_2030여성비율,4월_2030여성비율,5월_2030여성비율,6월_2030여성비율,7월_2030여성비율,8월_2030여성비율,9월_2030여성비율,10월_2030여성비율,11월_2030여성비율,12월_2030여성비율,2021년_2030여성_비율평균
190,11380650,4.2447,4.192,4.1539,4.1907,4.198,4.1374,4.081,4.0414,4.0462,4.0424,4.0233,3.9945,4.1121
191,11380690,3.5147,3.4601,3.4653,3.4373,3.4329,3.4252,3.4445,3.4223,3.3607,3.3612,3.3263,3.3601,3.4176
192,11410520,3.6475,3.6214,3.5623,3.5101,3.5202,3.4744,3.5173,3.4351,3.3838,3.371,3.3604,3.3477,3.4793
193,11410555,4.8218,4.7889,4.9231,4.9438,4.9205,4.9388,4.8699,4.884,4.7773,4.882,4.9627,4.9068,4.885
194,11410565,4.8967,4.894,4.9987,5.0505,5.0542,5.0676,4.9262,4.9381,4.939,5.0463,5.1497,5.0967,5.0048
195,11410585,8.0963,7.9733,8.1932,8.2339,8.2876,8.254,8.1229,8.1166,8.1167,8.2671,8.4478,8.4358,8.2121
196,11410615,5.2438,5.1363,5.2704,5.2531,5.2695,5.3144,5.3537,5.3439,5.2986,5.4249,5.3855,5.4467,5.3117
197,11410620,3.4581,3.3786,3.4385,3.4353,3.4639,3.429,3.422,3.3808,3.3875,3.4605,3.3787,3.379,3.4177
198,11410640,3.1371,3.074,3.1242,3.1183,3.1011,3.0764,3.1064,3.0991,3.0815,3.1328,3.1012,3.0687,3.1017
199,11410655,3.2859,3.2542,3.3097,3.3423,3.3025,3.2804,3.3,3.3195,3.3007,3.391,3.3812,3.361,3.319
200,11410660,3.4057,3.3402,3.3708,3.3989,3.3892,3.391,3.3735,3.3587,3.3282,3.3427,3.3139,3.3176,3.3609
201,11410685,3.845,3.7573,3.8061,3.8038,3.8419,3.7628,3.7627,3.7276,3.725,3.7854,3.7672,3.7397,3.777
202,11410690,3.4787,3.4111,3.445,3.4348,3.4737,3.4772,3.3981,3.36,3.3623,3.3859,3.4129,3.6888,3.444
203,11410700,4.4833,4.4032,4.5613,4.5818,4.6078,4.5878,4.5497,4.5436,4.5005,4.5772,4.5833,4.6572,4.5531
204,11410710,3.4548,3.4316,3.425,3.4,3.3786,3.3618,3.399,3.3331,3.2885,3.2924,3.2486,3.2704,3.357
205,11410720,4.0182,3.9415,4.0199,4.0202,4.0096,3.9995,4.0144,3.9263,3.9472,4.0159,3.98,3.9989,3.991
206,11440555,4.7329,4.6893,4.7475,4.7397,4.723,4.7776,4.7684,4.7215,4.6049,4.6497,4.6814,4.6722,4.709
207,11440565,4.8035,4.7664,4.9135,4.8937,4.8709,4.9012,4.9195,4.8827,4.7926,4.8773,4.8543,4.8419,4.8598
208,11440585,4.3445,4.318,4.4505,4.4407,4.373,4.412,4.3564,4.3282,4.3109,4.3779,4.4008,4.3629,4.373
209,11440590,3.8419,3.7962,3.9275,3.9403,3.8991,3.9622,3.9584,3.966,3.9264,3.9352,3.9806,3.9456,3.9233
210,11440600,6.2421,6.1363,6.1895,6.2519,6.3408,6.2873,6.1595,6.0528,6.0337,6.1221,6.1727,6.2725,6.1884
211,11440610,4.8411,4.7889,4.7715,4.7397,4.7748,4.7865,4.7678,4.6952,4.567,4.6709,4.6836,4.6693,4.7297
212,11440630,4.1145,4.0748,4.2403,4.2575,4.1782,4.1444,4.2232,4.1341,4.1128,4.1624,4.1125,4.1063,4.1551
213,11440655,5.3985,5.366,5.5305,5.6369,5.5936,5.6817,5.5602,5.5241,5.5439,5.7886,5.9407,5.8563,5.6184
214,11440660,7.1463,7.3419,7.4433,7.4802,7.5019,7.6505,7.3519,7.4038,7.4272,7.5409,7.7721,7.7037,7.4803
215,11440680,6.3993,6.4085,6.5088,6.5359,6.5173,6.5276,6.4323,6.4856,6.448,6.5377,6.5772,6.6232,6.5001
216,11440690,5.375,5.3428,5.5107,5.5193,5.5596,5.5589,5.4448,5.456,5.4393,5.5609,5.5322,5.4899,5.4825
217,11440700,4.457,4.4147,4.5523,4.6103,4.6113,4.6238,4.6229,4.6379,4.6009,4.5925,4.5078,4.5264,4.5632
218,11440710,6.2355,6.4137,6.5272,6.5347,6.5766,6.6214,6.3017,6.2862,6.311,6.4863,6.5711,6.6433,6.4591
219,11440720,5.0423,4.9191,4.9744,4.9555,4.977,4.9607,4.9631,4.9602,4.9309,4.9789,4.9733,5.0121,4.9706
220,11440730,4.7015,4.6062,4.6535,4.6259,4.6237,4.6276,4.6368,4.6576,4.5886,4.6912,4.667,4.657,4.6447
221,11440740,4.5703,4.6074,4.7216,4.7543,4.6309,4.7703,4.631,4.6474,4.5889,4.6727,4.8075,4.6793,4.6735
222,11470510,3.3601,3.376,3.3856,3.4113,3.3625,3.4008,3.3186,3.3089,3.3016,3.3079,3.3926,3.4004,3.3605
223,11470520,4.3044,4.2926,4.3915,4.3707,4.3417,4.3176,4.3938,4.383,4.3231,4.3496,4.2908,4.2857,4.337
224,11470530,4.3372,4.268,4.3425,4.297,4.277,4.2914,4.2619,4.1741,4.0998,4.1476,4.1102,4.1184,4.2271
225,11470540,3.2232,3.164,3.1607,3.1621,3.1972,3.154,3.1912,3.1776,3.125,3.1447,3.0989,3.1368,3.1613
226,11470550,2.5865,2.5502,2.6106,2.6352,2.5857,2.5891,2.5756,2.5481,2.5481,2.5332,2.5083,2.5158,2.5655
227,11470560,3.2844,3.2177,3.2735,3.2535,3.2324,3.2419,3.2657,3.2491,3.2441,3.2698,3.224,3.2401,3.2497
228,11470570,3.5013,3.4587,3.4881,3.4977,3.5486,3.5669,3.6176,3.5911,3.5915,3.5779,3.5064,3.5279,3.5395
229,11470580,3.1181,3.0481,3.0771,3.0742,3.1069,3.0776,3.151,3.1662,3.1626,3.1634,3.1888,3.2187,3.1294
230,11470590,3.2713,3.241,3.2432,3.2308,3.2357,3.2966,3.2921,3.2655,3.2522,3.2518,3.2079,3.1944,3.2485
231,11470600,3.3633,3.294,3.2167,3.2231,3.2571,3.2376,3.353,3.306,3.2303,3.2127,3.1664,3.2116,3.256
232,11470610,3.5044,3.4472,3.3909,3.3968,3.4353,3.4208,3.5474,3.6202,3.4976,3.5202,3.4494,3.4349,3.4721
233,11470611,3.0408,2.9851,2.9508,2.9294,2.9348,2.9235,2.9573,2.9246,2.8954,2.862,2.8394,2.841,2.9237
234,11470620,3.0147,2.9891,3.0324,3.0239,3.0437,3.0099,3.0381,3.0333,3.0132,2.9916,2.9376,2.9452,3.0061
235,11470630,2.9277,2.8651,2.8653,2.8376,2.8419,2.8106,2.8399,2.8418,2.8559,2.8487,2.7875,2.7984,2.8434
236,11470640,3.1821,3.1485,3.1408,3.1497,3.19,3.164,3.2419,3.2436,3.2218,3.227,3.1906,3.1835,3.1903
237,11470650,3.6845,3.6086,3.6771,3.654,3.6271,3.6551,3.6973,3.6917,3.654,3.6936,3.6954,3.6548,3.6661
238,11470670,2.9758,2.942,2.9079,2.8786,2.8743,2.8537,2.8963,2.8622,2.8393,2.8443,2.8072,2.8042,2.8738
239,11470680,2.9541,2.9358,2.9133,2.8821,2.8846,2.8383,2.8486,2.814,2.7582,2.7212,2.6807,2.6916,2.8269
240,11500510,4.4367,4.373,4.4241,4.4323,4.445,4.3653,4.397,4.4173,4.3684,4.3933,4.3604,4.3204,4.3944
241,11500520,5.4382,5.3555,5.5449,5.5044,5.4803,5.5131,5.6195,5.6488,5.5367,5.6978,5.6765,5.7859,5.5668
242,11500530,4.0633,4.0227,4.0188,4.0017,4.0287,4.0044,4.1137,4.1436,4.0149,4.0362,4.0034,3.9932,4.037
243,11500535,4.5092,4.4419,4.3548,4.2755,4.3029,4.2695,4.3261,4.3292,4.271,4.2926,4.2764,4.2706,4.3266
244,11500540,4.658,4.5747,4.7112,4.6943,4.6896,4.6641,4.6856,4.6541,4.6256,4.7315,4.6512,4.6123,4.6627
245,11500550,3.6728,3.6043,3.7056,3.7406,3.7309,3.7276,3.7219,3.6518,3.5933,3.6581,3.6239,3.6324,3.6719
246,11500560,3.8152,3.7591,3.7589,3.7744,3.7669,3.7916,3.797,3.6998,3.7042,3.7618,3.7077,3.7029,3.7533
247,11500570,3.6085,3.5559,3.5168,3.4622,3.5024,3.5483,3.5835,3.5524,3.4793,3.4941,3.4913,3.4981,3.5244
248,11500590,4.3363,4.3,4.414,4.4294,4.3761,4.366,4.392,4.388,4.3556,4.4231,4.3701,4.3995,4.3792
249,11500591,4.4513,4.3622,4.4942,4.4914,4.5312,4.5118,4.5349,4.4898,4.4892,4.5243,4.535,4.4879,4.4919
250,11500593,4.356,4.2575,4.3586,4.3071,4.2622,4.2441,4.2716,4.2759,4.259,4.3196,4.2474,4.2761,4.2863
251,11500603,5.5755,5.5166,5.5594,5.4591,5.4647,5.5322,5.559,5.5588,5.5155,5.5967,5.622,5.6148,5.5479
252,11500604,3.9699,3.9375,3.9324,3.9219,3.9201,3.8745,3.9703,3.9785,3.9159,3.9527,3.9582,3.9705,3.9419
253,11500605,4.5909,4.5527,4.619,4.5908,4.5304,4.5199,4.5581,4.5307,4.4782,4.5578,4.4846,4.5095,4.5435
254,11500611,3.2569,3.2175,3.194,3.2406,3.2578,3.1966,3.3046,3.3064,3.2391,3.2948,3.2753,3.2485,3.2527
255,11500615,3.852,3.8116,3.8716,3.9006,3.8749,3.9009,3.8097,3.7606,3.7939,3.8593,3.856,3.8194,3.8425
256,11500620,4.0863,4.1246,4.1837,4.1688,4.1729,4.219,4.1507,4.1692,3.999,4.0355,4.0074,4.0192,4.1114
257,11500630,3.6287,3.5933,3.6565,3.6573,3.6314,3.6099,3.613,3.5682,3.5236,3.5637,3.5219,3.4972,3.5887
258,11500640,3.8535,3.8947,3.904,3.8828,3.8375,3.8582,3.8411,3.8457,3.8335,3.8766,3.8632,3.8981,3.8658
259,11500641,3.4924,3.4403,3.4471,3.4264,3.4265,3.3775,3.3783,3.3338,3.3525,3.4045,3.379,3.3169,3.3979
260,11530510,4.2239,4.2313,4.319,4.3201,4.2991,4.3192,4.2108,4.1436,4.1127,4.1859,4.18,4.1653,4.2259
261,11530520,3.707,3.7027,3.6985,3.6753,3.6754,3.6366,3.7143,3.6758,3.644,3.6726,3.6392,3.5874,3.6691
262,11530530,3.6247,3.5943,3.6949,3.6906,3.6382,3.6637,3.656,3.6305,3.5637,3.6251,3.6215,3.6134,3.6347
263,11530540,5.2535,5.2739,5.3762,5.3817,5.2626,5.3545,5.2224,5.1909,5.1419,5.2427,5.4447,5.4008,5.2955
264,11530550,3.5867,3.4992,3.5588,3.473,3.4629,3.4741,3.4977,3.4381,3.4072,3.4935,3.467,3.523,3.4901
265,11530560,4.8373,4.836,4.9336,4.9459,4.9592,4.9778,5.0024,4.9473,4.873,4.9583,4.9059,4.9205,4.9248
266,11530595,4.4187,4.4285,4.5532,4.5491,4.3755,4.367,4.4436,4.4747,4.4389,4.5253,4.5972,4.5912,4.4802
267,11530720,3.3116,3.3169,3.3658,3.3935,3.3817,3.3992,3.4077,3.4117,3.4048,3.3954,3.3795,3.4276,3.383
268,11530730,3.0661,3.0865,3.0915,3.0427,3.0037,2.999,3.007,3.0158,3.0489,3.0482,2.991,3.0169,3.0348
269,11530740,3.323,3.2681,3.2963,3.294,3.287,3.2952,3.3712,3.4321,3.4014,3.4321,3.3976,3.4022,3.35
270,11530750,3.6103,3.5839,3.6363,3.6157,3.6161,3.621,3.5348,3.4255,3.4509,3.4538,3.4796,3.4276,3.538
271,11530760,3.1646,3.0957,3.0526,3.0173,3.0339,2.9692,3.0393,3.069,3.082,3.1413,3.1191,3.1043,3.074
272,11530770,4.3143,4.2185,4.321,4.329,4.3591,4.3268,4.2554,4.2158,4.2687,4.3565,4.2998,4.2938,4.2966
273,11530780,3.6081,3.5666,3.5882,3.6005,3.584,3.5647,3.6205,3.6315,3.5868,3.5888,3.5454,3.5255,3.5842
274,11530790,3.3672,3.3735,3.3677,3.3482,3.3162,3.2314,3.3215,3.2943,3.2973,3.334,3.3594,3.33,3.3284
275,11545510,5.3804,5.3729,5.4859,5.5054,5.4636,5.5586,5.5005,5.4446,5.3859,5.4494,5.5748,5.5195,5.4701
276,11545610,4.309,4.2497,4.2968,4.3023,4.3223,4.3604,4.4163,4.4126,4.4002,4.4979,4.496,4.5069,4.3809
277,11545620,3.8663,3.7442,3.8491,3.9062,3.9182,3.9848,4.0158,3.9702,3.9422,4.0024,3.9811,3.9387,3.9266
278,11545630,4.1102,4.0745,4.1137,4.0927,4.0741,4.0668,4.1303,4.0869,4.0694,4.1688,4.1361,4.1858,4.1091
279,11545640,3.8461,3.8087,3.9812,3.9916,3.9385,3.9269,3.9562,3.9151,3.863,3.9226,3.9041,3.8813,3.9113
280,11545670,3.6232,3.5431,3.5384,3.5251,3.5383,3.5239,3.6007,3.6414,3.6301,3.6846,3.6096,3.608,3.5889
281,11545680,2.9103,2.8515,2.8048,2.7876,2.7965,2.7774,2.7914,2.7985,2.8013,2.7852,2.7476,2.7221,2.7979
282,11545690,3.0784,3.0236,2.9686,2.9487,2.9686,2.9397,3.0413,3.0508,3.0181,3.0003,2.9954,3.0242,3.0048
283,11545700,3.2698,3.2238,3.2382,3.2804,3.3223,3.2858,3.328,3.3312,3.364,3.3766,3.3193,3.2771,3.3014
284,11545710,3.1451,3.0815,3.0907,3.0859,3.0501,3.0376,3.099,3.0679,3.0058,3.004,2.9835,2.9577,3.0507
285,11560515,4.1573,4.1603,4.1978,4.1858,4.1778,4.1985,4.344,4.3057,4.1971,4.3015,4.3165,4.3963,4.2449
286,11560535,5.7414,5.7167,5.8165,5.7989,5.8533,5.8765,5.8658,5.9061,5.8901,5.9841,5.9561,6.0249,5.8692
287,11560540,4.5837,4.7938,5.1518,5.1918,5.1292,5.2214,4.8899,4.893,4.9217,4.9645,5.0701,4.9956,4.9839
288,11560550,4.8059,4.7356,4.8123,4.8156,4.8078,4.8358,4.9315,4.8678,4.7604,4.8247,4.7713,4.8082,4.8147
289,11560560,5.6057,5.5002,5.6522,5.6475,5.678,5.6732,5.6973,5.7018,5.613,5.7169,5.7321,5.7278,5.6621
290,11560585,4.099,4.0487,4.1776,4.2141,4.1452,4.1205,4.0857,4.1042,4.0667,4.0722,4.132,4.1397,4.1171
291,11560605,4.2678,4.2811,4.2883,4.34,4.3384,4.3714,4.3455,4.3314,4.2883,4.3414,4.3587,4.3341,4.3239
292,11560610,4.9059,4.958,5.1044,5.1355,5.1235,5.1422,5.1793,5.0945,4.9783,5.0779,5.0615,5.1041,5.0721
293,11560620,5.06,4.9416,5.0277,5.0047,5.0073,4.9891,5.0858,5.1172,4.9735,5.0481,5.0566,5.0893,5.0334
294,11560630,4.2767,4.1399,4.2623,4.2772,4.2615,4.2258,4.2082,4.1989,4.1666,4.1884,4.1355,4.1757,4.2097
295,11560650,3.5753,3.5189,3.5848,3.5533,3.5393,3.5553,3.5582,3.6049,3.5569,3.5738,3.6051,3.5728,3.5665
296,11560660,3.6841,3.623,3.7517,3.7151,3.7138,3.6649,3.7532,3.7403,3.7122,3.7945,3.7875,3.7662,3.7255
297,11560670,3.6748,3.6484,3.5797,3.558,3.5835,3.5948,3.6541,3.601,3.538,3.5692,3.5023,3.4837,3.5823
298,11560680,4.2782,4.1568,4.2194,4.1677,4.1332,4.1404,4.166,4.1154,4.0676,4.0989,4.0442,4.0101,4.1332
299,11560690,3.9354,3.8973,3.9228,3.9345,3.9305,3.8724,3.9016,3.8848,3.8647,3.9288,3.8985,3.8732,3.9037
300,11560700,3.8726,3.7876,3.9291,3.8869,3.8716,3.8588,3.8496,3.812,3.7152,3.7498,3.7253,3.6938,3.8127
301,11560710,3.8446,3.8354,4.0136,3.9239,3.8445,3.8474,3.8074,3.7411,3.6782,3.7426,3.8036,3.747,3.8191
302,11560720,3.7602,3.7093,3.7654,3.7587,3.786,3.8273,3.7721,3.7166,3.7081,3.7524,3.7491,3.7306,3.753
303,11590510,4.8647,4.9576,5.1174,5.1893,5.2332,5.1759,5.3206,5.248,5.1821,5.3037,5.2945,5.199,5.1738
304,11590520,4.1205,4.1256,4.2467,4.359,4.2948,4.3239,4.4023,4.4092,4.3283,4.4786,4.4947,4.5665,4.3458
305,11590530,4.5551,4.3579,4.4907,4.534,4.5408,4.5517,4.4764,4.4446,4.4015,4.5496,4.5355,4.5619,4.5
306,11590540,4.1867,4.1024,4.1399,4.1128,4.1339,4.1829,4.2172,4.1898,4.0812,4.1496,4.1363,4.1534,4.1488
307,11590550,4.3478,4.226,4.3253,4.3516,4.3217,4.3293,4.3623,4.3627,4.3613,4.437,4.3468,4.3642,4.3446
308,11590560,3.9384,3.8198,3.9778,3.9844,3.9322,3.9165,3.9425,3.9718,3.9525,4.0555,3.9632,3.9394,3.9495
309,11590605,4.5062,4.4593,4.5571,4.5819,4.5956,4.5465,4.5544,4.5123,4.5209,4.6352,4.7338,4.7685,4.581
310,11590620,5.2653,5.2231,5.371,5.3305,5.3173,5.2299,5.2703,5.2412,5.1326,5.2436,5.2038,5.1578,5.2489
311,11590630,3.6619,3.6096,3.6534,3.6599,3.6959,3.6793,3.691,3.6322,3.5685,3.6206,3.6232,3.6055,3.6417
312,11590640,3.924,3.856,3.9157,3.9029,3.8918,3.9209,3.9917,3.9782,3.9283,3.9832,3.8689,3.8062,3.914
313,11590650,4.4076,4.2657,4.3413,4.3125,4.2939,4.2416,4.3297,4.3172,4.2544,4.3649,4.3146,4.3221,4.3138
314,11590651,4.176,4.1602,4.2198,4.1725,4.1894,4.1858,4.2806,4.2181,4.1567,4.2141,4.2135,4.1635,4.1958
315,11590660,4.0109,3.9261,4.0071,4.0788,4.1037,4.0575,4.1551,4.117,4.0729,4.178,4.159,4.1474,4.0845
316,11590670,3.8318,3.7705,3.7997,3.7635,3.7674,3.7481,3.774,3.7735,3.7376,3.7598,3.7138,3.7054,3.7621
317,11590680,4.5515,4.5089,4.6108,4.6171,4.5631,4.5255,4.5353,4.4762,4.4426,4.4868,4.4407,4.4098,4.514
318,11620525,4.6764,4.6058,4.7393,4.7216,4.713,4.6968,4.708,4.6804,4.5761,4.7198,4.7375,4.7238,4.6915
319,11620545,3.6246,3.5423,3.5511,3.5571,3.603,3.6035,3.6641,3.6349,3.5921,3.6023,3.5858,3.5821,3.5952
320,11620565,3.521,3.4545,3.4936,3.477,3.4383,3.4038,3.4499,3.4124,3.3964,3.4293,3.3699,3.3068,3.4294
321,11620575,5.7356,5.5638,5.6827,5.6588,5.6387,5.6834,5.7592,5.6726,5.5259,5.742,5.7211,5.7002,5.6737
322,11620585,6.3659,6.2625,6.1328,6.1544,6.2401,6.1942,6.2792,6.2961,6.2101,6.3674,6.4653,6.4913,6.2883
323,11620595,6.355,6.1678,6.3725,6.3871,6.4144,6.4392,6.453,6.3503,6.2158,6.4283,6.4223,6.4529,6.3715
324,11620605,4.3795,4.2545,4.3433,4.3485,4.3279,4.3392,4.3614,4.3007,4.2167,4.3081,4.248,4.2647,4.3077
325,11620615,5.7267,5.5866,5.7947,5.7664,5.7714,5.8209,5.8106,5.7217,5.6085,5.7633,5.6795,5.6609,5.7259
326,11620625,5.4392,5.3119,5.4652,5.4672,5.4439,5.3715,5.5437,5.576,5.4235,5.5486,5.5158,5.5314,5.4698
327,11620630,4.4838,4.3879,4.5274,4.4953,4.4976,4.4303,4.4303,4.4076,4.3811,4.5394,4.5423,4.5118,4.4696
328,11620645,5.7669,5.6577,5.8265,5.8057,5.759,5.7635,5.7599,5.6983,5.5921,5.7243,5.7096,5.6921,5.7296
329,11620655,5.3062,5.2114,5.3785,5.3982,5.4486,5.4316,5.4557,5.4749,5.2933,5.3792,5.3441,5.3878,5.3758
330,11620665,4.946,4.8493,4.9138,4.9419,4.9263,4.8806,4.8512,4.8156,4.759,4.7657,4.7,4.7376,4.8406
331,11620685,5.1523,5.0531,5.2138,5.2438,5.2676,5.2676,5.2884,5.2977,5.243,5.3345,5.2802,5.2397,5.2401
332,11620695,6.6816,6.5258,6.6252,6.5986,6.5895,6.6331,6.622,6.5328,6.4403,6.5717,6.5072,6.5909,6.5765
333,11620715,2.9402,2.9007,2.9467,2.8774,2.9281,2.9007,2.9105,2.9284,3.0069,2.905,2.8676,2.8282,2.9117
334,11620725,5.1749,5.0756,5.24,5.2091,5.2032,5.174,5.185,5.2058,5.1212,5.2515,5.1821,5.1793,5.1835
335,11620735,5.1508,5.0994,5.1201,5.2014,5.2141,5.208,5.1464,5.014,4.9193,5.034,5.1062,5.0499,5.1053
336,11620745,3.307,3.257,3.2244,3.2452,3.2375,3.2017,3.2068,3.2149,3.1451,3.2091,3.2041,3.1923,3.2204
337,11620765,3.8272,3.7599,3.859,3.8636,3.8548,3.8217,3.8639,3.8369,3.7537,3.7791,3.6909,3.7376,3.804
338,11620775,3.4922,3.4557,3.5094,3.5049,3.4683,3.4651,3.5372,3.4653,3.4776,3.5243,3.4304,3.4266,3.4797
339,11650510,4.2898,4.2478,4.3768,4.3843,4.3481,4.4069,4.3617,4.3284,4.353,4.4112,4.4574,4.4451,4.3675
340,11650520,5.3756,5.4735,5.5358,5.5788,5.5052,5.5501,5.4237,5.4239,5.4141,5.5103,5.6258,5.5989,5.5013
341,11650530,4.613,4.6455,4.6891,4.6897,4.6748,4.7414,4.689,4.6411,4.5407,4.5799,4.6433,4.635,4.6485
342,11650531,4.6317,4.9122,5.1714,5.2288,5.1653,5.2746,5.1045,4.9743,4.9704,5.0638,5.3726,5.2376,5.0923
343,11650540,4.0902,4.1614,4.3064,4.2945,4.2376,4.2467,4.0853,4.0067,4.0089,4.0419,4.0601,4.0481,4.1323
344,11650550,2.7714,2.84,2.8447,2.8725,2.8777,2.8955,2.8613,2.8383,2.8594,2.9918,3.1502,3.1888,2.916
345,11650560,4.868,4.8337,4.8669,4.8428,4.7515,4.7575,4.7414,4.8381,4.7855,4.9112,4.9625,4.8924,4.8376
346,11650570,2.8737,2.9383,2.9264,2.9993,3.0038,2.972,2.886,2.8826,2.8808,2.8105,2.7531,2.7226,2.8874
347,11650580,3.3089,3.4502,3.4771,3.5414,3.4856,3.4663,3.1953,3.2274,3.3064,3.28,3.3204,3.2859,3.3621
348,11650581,4.2115,4.2957,4.3305,4.3293,4.3206,4.3508,4.2205,4.1446,4.1606,4.187,4.1577,4.0979,4.2339
349,11650590,3.3038,3.306,3.3619,3.3532,3.3387,3.3625,3.3373,3.3073,3.2456,3.2164,3.2535,3.2718,3.3048
350,11650600,4.3586,4.3623,4.4556,4.4257,4.4209,4.4495,4.4206,4.3951,4.3722,4.3739,4.401,4.3594,4.3996
351,11650610,4.0774,4.1195,4.204,4.2023,4.1968,4.1796,4.1468,4.1196,4.0737,4.1405,4.1485,4.0832,4.141
352,11650620,3.6797,3.6363,3.6085,3.6137,3.6069,3.6248,3.6024,3.4826,3.3897,3.4812,3.5087,3.4755,3.5592
353,11650621,3.9766,3.9381,3.9894,3.9908,3.9872,3.9127,3.925,3.8775,3.8364,3.8641,3.8739,3.8699,3.9201
354,11650651,3.7431,3.739,3.86,3.8811,3.8225,3.8624,3.8385,3.7819,3.7069,3.7414,3.8129,3.7596,3.7958
355,11650652,4.1285,4.1393,4.2152,4.1763,4.2044,4.2566,4.1777,4.1348,4.1135,4.1609,4.1489,4.098,4.1628
356,11650660,3.1529,3.1137,3.0902,3.0736,3.0415,3.0564,3.1036,3.0676,3.0333,3.028,3.0387,3.0005,3.0667
357,11680510,5.6219,5.8489,5.9091,5.9977,5.8899,5.9312,5.6831,5.6334,5.6199,5.7273,5.8487,5.7743,5.7905
358,11680521,6.6341,6.6438,6.7534,6.7734,6.7032,6.7712,6.7048,6.678,6.6248,6.6504,6.7317,6.7215,6.6992
359,11680531,5.8964,5.8147,5.9131,5.9444,5.8311,5.9654,6.0679,6.0232,5.9434,6.0288,6.167,6.0485,5.9703
360,11680545,4.922,5.1124,5.231,5.2341,5.1685,5.1976,5.0011,5.0216,5.0258,5.1884,5.3289,5.1786,5.1342
361,11680565,5.482,5.5731,5.7161,5.8038,5.6838,5.7174,5.5361,5.4595,5.447,5.5435,5.6327,5.5478,5.5952
362,11680580,5.4791,5.6468,5.7575,5.8021,5.7112,5.8016,5.4536,5.5409,5.4559,5.5345,5.8738,5.8977,5.6629
363,11680590,4.8298,4.8328,4.9274,4.8954,4.8372,4.9067,4.7817,4.7495,4.6665,4.7464,4.879,4.8347,4.8239
364,11680600,2.3795,2.3139,2.31,2.3286,2.2726,2.3113,2.3024,2.286,2.2579,2.2688,2.2603,2.2627,2.2962
365,11680610,3.4508,3.5071,3.6391,3.6602,3.5337,3.6652,3.4153,3.3831,3.429,3.5197,3.7399,3.6623,3.5504
366,11680630,4.0894,4.0065,4.0276,4.0463,3.9539,3.989,3.8598,3.8294,3.8429,3.8726,3.9894,4.0037,3.9592
367,11680640,6.6008,6.7093,6.741,6.7648,6.7465,6.7997,6.6919,6.6471,6.6397,6.6959,6.8152,6.7862,6.7199
368,11680650,4.4758,4.476,4.5884,4.6168,4.5328,4.6014,4.5028,4.4388,4.3226,4.3704,4.4743,4.4634,4.4886
369,11680655,3.8764,3.8761,3.935,3.9485,3.8258,3.8607,3.8349,3.8261,3.7514,3.7778,3.7914,3.7483,3.8377
370,11680656,3.3559,3.3627,3.3523,3.349,3.3287,3.3678,3.2874,3.1774,3.1852,3.1794,3.1926,3.1571,3.2746
371,11680660,3.0652,3.081,3.0299,3.0001,2.9996,2.9827,2.9917,3.0047,2.9769,2.991,2.9536,2.9035,2.9983
372,11680670,2.793,2.7946,2.7773,2.7388,2.7201,2.7038,2.7578,2.7245,2.7466,2.7933,2.8015,2.8313,2.7652
373,11680690,3.6611,3.6498,3.6651,3.6758,3.7374,3.7131,3.6852,3.5954,3.5846,3.5608,3.5686,3.5222,3.6349
374,11680700,3.2115,3.1666,3.1551,3.1705,3.1714,3.1666,3.177,3.1254,3.1408,3.126,3.101,3.0835,3.1496
375,11680720,3.1468,3.1957,3.2134,3.2127,3.1809,3.2192,3.1818,3.0795,3.0657,3.0616,3.023,2.9737,3.1295
376,11680730,3.4901,3.4663,3.5399,3.6065,3.5932,3.5861,3.5975,3.5703,3.5581,3.6429,3.5966,3.6091,3.5714
377,11680740,3.3724,3.295,3.279,3.2613,3.2574,3.24,3.3262,3.349,3.3418,3.3893,3.3494,3.3491,3.3175
378,11680750,3.6493,3.6163,3.5708,3.5364,3.4838,3.4071,3.4495,3.4864,3.4419,3.4637,3.4306,3.4114,3.4956
379,11710510,3.4992,3.4664,3.5056,3.5457,3.5464,3.5525,3.5106,3.4978,3.5215,3.5693,3.5558,3.5412,3.526
380,11710520,4.4341,4.3679,4.4555,4.4631,4.4118,4.4368,4.4315,4.4337,4.4452,4.469,4.5044,4.4286,4.4401
381,11710531,3.4285,3.402,3.4125,3.3948,3.3688,3.3898,3.4503,3.4349,3.4431,3.4151,3.3323,3.3776,3.4041
382,11710532,3.3143,3.3435,3.3646,3.349,3.3707,3.3351,3.3606,3.338,3.3436,3.388,3.3136,3.3112,3.3444
383,11710540,2.8141,2.8109,2.8191,2.7708,2.7675,2.8187,2.8176,2.8004,2.8325,2.8381,2.8463,2.8018,2.8115
384,11710550,2.9605,2.9217,2.9189,2.9193,2.9071,2.9589,2.947,2.9611,2.9769,2.9942,2.9833,3.0434,2.9577
385,11710561,3.5219,3.4968,3.5738,3.5578,3.5761,3.5795,3.5675,3.5211,3.5319,3.5447,3.4834,3.4753,3.5358
386,11710562,5.2727,5.2434,5.2944,5.3331,5.4028,5.486,5.5248,5.4868,5.4081,5.489,5.5056,5.4723,5.4099
387,11710566,3.076,3.0686,3.0588,3.1363,3.1815,3.2513,3.1788,3.1715,3.2262,3.2791,3.2733,3.2474,3.1791
