,행정동_코드,행정동명,상권_구분_코드,상권_코드,분기당_매출_금액,분기당_매출_건수,건당_매출액_평균,"환산임대료(원, 21년도)","증감율(%, 19-21년도)",임대료/매출,매출/임대료,개업률_평균,폐업률_평균,점포수,면적,단위면적당 상권 수(k㎡),프랜차이즈_점포_수,개인사업자_수,프랜차이즈 비율,2021년_2030여성_비율평균,2021년_외국인_평균,문화시설수,지하철_역_수,버스_정거장_수,유사_업종_점포_수,개인사업자_점포수,개인사업자_비율
634,11440660,서교동,D,2120104,-2147483648,266969,15679,149801,6.505,9.5542,0.1047,4.9722,4.6389,3961,1.65,2400.6060606060605,350,2579,0.119494708,0.0748,1865.8627,36,5,86,242,223,0.9215
635,11440680,합정동,A,2110546,525882339,52850,9950,119009,-4.816,11.9607,0.0836,3.5,2.7619,972,1.72,565.1162790697674,102,538,0.159375,0.065,183.0972,4,2,28,7,7,1.0
636,11440680,합정동,A,2110550,915795602,52366,17488,119009,-4.816,6.8052,0.1469,3.5926,3.7037,972,1.72,565.1162790697674,102,538,0.159375,0.065,183.0972,4,2,28,36,33,0.9167
637,11440680,합정동,A,2110556,25444861,228,111723,119009,-4.816,1.0652,0.9388,12.3293,0.0,972,1.72,565.1162790697674,102,538,0.159375,0.065,183.0972,4,2,28,7,7,1.0
638,11440680,합정동,A,2110559,501025537,29753,16839,119009,-4.816,7.0675,0.1415,5.531,4.2554,972,1.72,565.1162790697674,102,538,0.159375,0.065,183.0972,4,2,28,33,33,1.0
639,11440680,합정동,D,2120101,-2147483648,191038,11738,119009,-4.816,10.1388,0.0986,3.1759,4.0741,972,1.72,565.1162790697674,102,538,0.159375,0.065,183.0972,4,2,28,111,79,0.7117
640,11440690,망원1동,A,2110540,153351355,14288,10733,133100,4.704,12.401,0.0806,4.2227,5.3333,721,1.13,638.0530973451328,27,323,0.077142857,0.0548,92.6644,2,0,15,2,2,1.0
641,11440690,망원1동,A,2110544,1218373954,94259,12926,133100,4.704,10.2971,0.0971,5.7037,4.6111,721,1.13,638.0530973451328,27,323,0.077142857,0.0548,92.6644,2,0,15,102,94,0.9216
642,11440700,망원2동,A,2110541,302275084,28710,10529,109196,0.285,10.371,0.0964,5.842,4.6466,530,0.67,791.044776119403,37,175,0.174528302,0.0456,66.7992,0,0,21,33,30,0.9091
643,11440700,망원2동,A,2110542,292620103,26671,10971,109196,0.285,9.9531,0.1005,4.2402,5.3174,530,0.67,791.044776119403,37,175,0.174528302,0.0456,66.7992,0,0,21,17,14,0.8235
644,11440700,망원2동,A,2110547,578001084,42755,13519,109196,0.285,8.0772,0.1238,7.3704,6.6852,530,0.67,791.044776119403,37,175,0.174528302,0.0456,66.7992,0,0,21,13,11,0.8462
645,11440710,연남동,A,2110560,122828495,9082,13524,131608,5.831,9.7314,0.1028,1.3437,2.5,1101,0.64,1720.3125,9,138,0.06122449,0.0646,772.7165,1,0,11,12,11,0.9167
646,11440710,연남동,A,2110562,395418488,37923,10427,131608,5.831,12.6218,0.0792,5.8796,4.6019,1101,0.64,1720.3125,9,138,0.06122449,0.0646,772.7165,1,0,11,55,54,0.9818
647,11440720,성산1동,A,2110548,273942619,17671,15502,87958,-3.45,5.674,0.1762,3.6103,2.6638,561,0.8,701.25,40,199,0.167364017,0.0497,176.0296,0,0,15,15,13,0.8667
648,11440720,성산1동,A,2110551,297746407,29232,10186,87958,-3.45,8.6352,0.1158,4.8146,4.5687,561,0.8,701.25,40,199,0.167364017,0.0497,176.0296,0,0,15,17,16,0.9412
649,11440720,성산1동,A,2110552,624674361,52441,11912,87958,-3.45,7.384,0.1354,6.2823,4.105,561,0.8,701.25,40,199,0.167364017,0.0497,176.0296,0,0,15,6,4,0.6667
650,11440720,성산1동,A,2110558,942968394,54663,17250,87958,-3.45,5.099,0.1961,7.1852,5.2222,561,0.8,701.25,40,199,0.167364017,0.0497,176.0296,0,0,15,39,39,1.0
651,11440730,성산2동,A,2110543,94614502,13651,6931,134708,13.812,19.4356,0.0515,3.7375,2.2167,782,2.07,377.7777777777778,51,111,0.314814815,0.0464,144.5981,3,1,11,4,4,1.0
652,11440730,성산2동,A,2110545,672572196,78032,8619,134708,13.812,15.6292,0.064,4.4815,3.8426,782,2.07,377.7777777777778,51,111,0.314814815,0.0464,144.5981,3,1,11,9,6,0.6667
653,11440730,성산2동,A,2110549,151196862,15529,9736,134708,13.812,13.8361,0.0723,4.3333,5.5417,782,2.07,377.7777777777778,51,111,0.314814815,0.0464,144.5981,3,1,11,3,2,0.6667
654,11440730,성산2동,A,2110553,188422928,16086,11713,134708,13.812,11.5007,0.087,5.6424,5.4196,782,2.07,377.7777777777778,51,111,0.314814815,0.0464,144.5981,3,1,11,7,7,1.0
655,11440730,성산2동,D,2120099,193496802,25060,7721,134708,13.812,17.447,0.0573,3.6988,4.2384,782,2.07,377.7777777777778,51,111,0.314814815,0.0464,144.5981,3,1,11,8,2,0.25
656,11440740,상암동,D,2120098,-2147483648,288805,10441,140509,-3.232,13.4574,0.0743,4.713,5.25,1010,8.4,120.23809523809524,132,283,0.318072289,0.0467,293.4253,5,0,24,136,76,0.5588
657,11470510,목1동,A,2110621,173555448,15150,11456,136814,4.968,11.9426,0.0837,3.5,3.0313,1575,1.41,1117.021276595745,64,199,0.243346008,0.0336,187.337,9,1,9,6,4,0.6667
658,11470510,목1동,D,2120113,1648482802,84843,19430,136814,4.968,7.0414,0.142,5.4722,3.7315,1575,1.41,1117.021276595745,64,199,0.243346008,0.0336,187.337,9,1,9,46,35,0.7609
659,11470520,목2동,A,2110622,267244320,29288,9125,108817,8.128,11.9252,0.0839,7.3848,3.8775,608,1.03,590.2912621359224,11,61,0.152777778,0.0434,109.3374,0,0,5,8,8,1.0
660,11470520,목2동,A,2110624,80822072,9296,8695,108817,8.128,12.5149,0.0799,1.4272,4.2982,608,1.03,590.2912621359224,11,61,0.152777778,0.0434,109.3374,0,0,5,2,2,1.0
661,11470520,목2동,A,2110626,85621542,8529,10039,108817,8.128,10.8394,0.0923,4.2681,2.6377,608,1.03,590.2912621359224,11,61,0.152777778,0.0434,109.3374,0,0,5,9,9,1.0
662,11470520,목2동,A,2110628,73939270,2323,31832,108817,8.128,3.4185,0.2925,4.1568,2.248,608,1.03,590.2912621359224,11,61,0.152777778,0.0434,109.3374,0,0,5,3,3,1.0
663,11470530,목3동,A,2110617,68160800,7319,9313,115686,9.986,12.422,0.0805,6.7137,5.8462,641,0.53,1209.433962264151,57,168,0.253333333,0.0423,62.3113,0,1,6,4,4,1.0
664,11470530,목3동,D,2120112,1326745230,119375,11114,115686,9.986,10.409,0.0961,4.2778,4.713,641,0.53,1209.433962264151,57,168,0.253333333,0.0423,62.3113,0,1,6,31,16,0.5161
665,11470540,목4동,A,2110618,246629713,26663,9250,97551,2.485,10.5461,0.0948,7.6418,6.8172,742,0.57,1301.7543859649124,18,118,0.132352941,0.0316,63.0125,0,0,4,7,7,1.0
666,11470540,목4동,A,2110619,90798130,2115,42931,97551,2.485,2.2723,0.4401,8.2333,10.0167,742,0.57,1301.7543859649124,18,118,0.132352941,0.0316,63.0125,0,0,4,2,2,1.0
667,11470540,목4동,A,2110620,188706643,18767,10055,97551,2.485,9.7017,0.1031,4.6456,4.3333,742,0.57,1301.7543859649124,18,118,0.132352941,0.0316,63.0125,0,0,4,17,10,0.5882
668,11470550,목5동,D,2120114,-2147483648,346261,9943,146962,-2.675,14.7804,0.0677,3.1389,4.213,785,1.81,433.7016574585636,157,242,0.393483709,0.0257,176.8838,0,0,6,105,43,0.4095
669,11470560,신월1동,A,2110597,311291609,22922,13581,85282,4.888,6.2795,0.1592,5.7159,7.1183,677,0.65,1041.5384615384614,24,172,0.12244898,0.0325,63.3644,0,0,7,5,3,0.6
670,11470560,신월1동,A,2110599,159193394,15974,9966,85282,4.888,8.5573,0.1169,3.6428,3.2976,677,0.65,1041.5384615384614,24,172,0.12244898,0.0325,63.3644,0,0,7,7,7,1.0
671,11470560,신월1동,A,2110601,567615880,39865,14238,85282,4.888,5.9897,0.167,3.3878,3.2708,677,0.65,1041.5384615384614,24,172,0.12244898,0.0325,63.3644,0,0,7,7,4,0.5714
672,11470570,신월2동,A,2110607,337383278,13657,24705,77374,5.995,3.1319,0.3193,6.3776,1.4662,340,0.61,557.3770491803278,7,35,0.166666667,0.0354,65.7821,0,0,3,1,1,1.0
673,11470570,신월2동,A,2110608,95650637,10718,8924,77374,5.995,8.6703,0.1153,4.0699,4.6411,340,0.61,557.3770491803278,7,35,0.166666667,0.0354,65.7821,0,0,3,5,5,1.0
674,11470580,신월3동,A,2110592,161586765,15130,10680,82860,18.511,7.7584,0.1289,1.6984,2.6825,325,0.87,373.5632183908046,26,81,0.242990654,0.0313,50.1569,0,0,4,2,2,1.0
675,11470580,신월3동,A,2110593,409441746,39684,10318,82860,18.511,8.0306,0.1245,5.2014,4.8789,325,0.87,373.5632183908046,26,81,0.242990654,0.0313,50.1569,0,0,4,12,6,0.5
676,11470580,신월3동,A,2110596,122941816,16602,7405,82860,18.511,11.1897,0.0894,3.0714,1.534,325,0.87,373.5632183908046,26,81,0.242990654,0.0313,50.1569,0,0,4,9,7,0.7778
677,11470590,신월4동,A,2110604,391213141,35510,11017,89343,11.829,8.1096,0.1233,3.5953,3.5715,393,0.52,755.7692307692307,23,114,0.167883212,0.0325,49.3855,0,0,10,6,4,0.6667
678,11470590,신월4동,A,2110606,728007355,60605,12012,89343,11.829,7.4378,0.1344,4.601,2.4102,393,0.52,755.7692307692307,23,114,0.167883212,0.0325,49.3855,0,0,10,7,4,0.5714
679,11470600,신월5동,A,2110594,99402847,10454,9508,75059,3.37,7.8943,0.1267,6.6404,5.1203,483,0.69,700.0,16,81,0.164948454,0.0326,38.1754,0,0,7,3,3,1.0
680,11470600,신월5동,A,2110595,432991755,24349,17783,75059,3.37,4.2208,0.2369,4.6902,5.646,483,0.69,700.0,16,81,0.164948454,0.0326,38.1754,0,0,7,12,8,0.6667
681,11470610,신월6동,A,2110605,304312931,17923,16979,111123,20.468,6.5447,0.1528,2.7361,2.9445,234,0.41,570.7317073170732,1,23,0.041666667,0.0347,21.0473,0,0,5,2,2,1.0
682,11470611,신월7동,A,2110598,303428852,26012,11665,67020,-8.152,5.7454,0.1741,4.6383,5.2674,434,1.19,364.7058823529412,18,109,0.141732283,0.0292,66.3301,1,0,10,10,4,0.4
683,11470611,신월7동,A,2110600,241371153,14716,16403,67020,-8.152,4.0858,0.2447,6.7028,4.0861,434,1.19,364.7058823529412,18,109,0.141732283,0.0292,66.3301,1,0,10,5,3,0.6
684,11470611,신월7동,A,2110602,35957748,2506,14351,67020,-8.152,4.6701,0.2141,6.6491,6.9675,434,1.19,364.7058823529412,18,109,0.141732283,0.0292,66.3301,1,0,10,1,1,1.0
685,11470620,신정1동,A,2110613,137597521,8663,15884,112121,9.816,7.0587,0.1417,2.7381,5.6746,551,0.7,787.1428571428572,35,162,0.177664975,0.0301,65.783,1,0,9,2,2,1.0
686,11470620,신정1동,A,2110615,290300234,28436,10209,112121,9.816,10.9826,0.0911,4.011,1.2518,551,0.7,787.1428571428572,35,162,0.177664975,0.0301,65.783,1,0,9,9,8,0.8889
687,11470620,신정1동,D,2120109,446990532,33849,13205,112121,9.816,8.4908,0.1178,4.8982,4.5,551,0.7,787.1428571428572,35,162,0.177664975,0.0301,65.783,1,0,9,41,32,0.7805
688,11470630,신정2동,A,2110625,322224997,19452,16565,102738,-2.825,6.2021,0.1612,4.7963,4.4537,621,0.52,1194.2307692307693,26,120,0.178082192,0.0284,63.6217,0,0,14,22,20,0.9091
689,11470630,신정2동,A,2110627,456664998,36422,12538,102738,-2.825,8.1941,0.122,6.381,4.1024,621,0.52,1194.2307692307693,26,120,0.178082192,0.0284,63.6217,0,0,14,15,9,0.6
690,11470640,신정3동,A,2110603,181320324,18508,9797,97791,2.648,9.9817,0.1002,3.9749,3.7853,601,2.72,220.9558823529412,11,23,0.323529412,0.0319,195.8169,0,0,2,7,4,0.5714
691,11470640,신정3동,A,2110610,67952623,2124,32000,97791,2.648,3.056,0.3272,0.7246,1.7663,601,2.72,220.9558823529412,11,23,0.323529412,0.0319,195.8169,0,0,2,3,3,1.0
692,11470650,신정4동,A,2110611,354369106,35129,10088,104566,11.04,10.3654,0.0965,7.42,6.4463,1319,1.01,1305.9405940594058,99,431,0.186792453,0.0367,160.3792,0,2,22,2,2,1.0
693,11470650,신정4동,A,2110612,215368431,23572,9136,104566,11.04,11.4455,0.0874,6.846,3.4227,1319,1.01,1305.9405940594058,99,431,0.186792453,0.0367,160.3792,0,2,22,14,13,0.9286
694,11470650,신정4동,A,2110614,221013263,7292,30307,104566,11.04,3.4502,0.2898,2.0377,1.8301,1319,1.01,1305.9405940594058,99,431,0.186792453,0.0367,160.3792,0,2,22,2,2,1.0
695,11470650,신정4동,A,2110616,72853876,2493,29226,104566,11.04,3.5778,0.2795,9.4451,2.4235,1319,1.01,1305.9405940594058,99,431,0.186792453,0.0367,160.3792,0,2,22,5,5,1.0
696,11470650,신정4동,D,2120108,897873281,55766,16101,104566,11.04,6.4944,0.154,4.5648,3.6574,1319,1.01,1305.9405940594058,99,431,0.186792453,0.0367,160.3792,0,2,22,29,18,0.6207
697,11470650,신정4동,D,2120110,1125467213,86763,12972,104566,11.04,8.0609,0.1241,5.0833,4.75,1319,1.01,1305.9405940594058,99,431,0.186792453,0.0367,160.3792,0,2,22,32,17,0.5312
698,11500510,염창동,A,2110678,193554609,14455,13390,111887,9.117,8.356,0.1197,0.0,1.6667,740,1.74,425.2873563218391,8,22,0.266666667,0.0439,1126.5301,1,0,5,2,1,0.5
699,11500510,염창동,A,2110679,262363902,23763,11041,111887,9.117,10.1338,0.0987,3.2982,0.6622,740,1.74,425.2873563218391,8,22,0.266666667,0.0439,1126.5301,1,0,5,5,3,0.6
700,11500520,등촌1동,A,2110671,476119890,37494,12699,107913,10.193,8.4978,0.1177,5.0648,4.8055,720,0.64,1125.0,23,118,0.163120567,0.0557,180.9999,0,0,0,27,25,0.9259
701,11500520,등촌1동,A,2110677,126195302,8314,15178,107913,10.193,7.1098,0.1407,5.4561,5.9551,720,0.64,1125.0,23,118,0.163120567,0.0557,180.9999,0,0,0,3,3,1.0
702,11500530,등촌2동,A,2110672,18743995,2871,6529,109359,8.229,16.7497,0.0597,1.9444,4.8611,326,0.92,354.3478260869565,6,17,0.260869565,0.0404,55.8735,0,0,0,4,3,0.75
703,11500530,등촌2동,A,2110676,114859175,12625,9098,109359,8.229,12.0201,0.0832,5.2997,4.3491,326,0.92,354.3478260869565,6,17,0.260869565,0.0404,55.8735,0,0,0,3,3,1.0
704,11500535,등촌3동,A,2110657,556297149,43303,12847,117867,5.689,9.1747,0.109,5.1563,5.4792,947,0.79,1198.73417721519,54,172,0.238938053,0.0433,206.1251,0,1,16,14,9,0.6429
705,11500535,등촌3동,A,2110660,584694254,45302,12906,117867,5.689,9.1327,0.1095,4.6482,5.6759,947,0.79,1198.73417721519,54,172,0.238938053,0.0433,206.1251,0,1,16,32,21,0.6562
706,11500535,등촌3동,A,2110667,208835171,18922,11036,117867,5.689,10.6802,0.0936,5.5833,9.7037,947,0.79,1198.73417721519,54,172,0.238938053,0.0433,206.1251,0,1,16,10,7,0.7
707,11500540,화곡1동,A,2110647,227880971,15280,14914,104796,7.977,7.0267,0.1423,5.1759,3.4167,1306,1.12,1166.0714285714284,147,639,0.187022901,0.0466,274.5795,0,2,39,15,14,0.9333
708,11500540,화곡1동,A,2110651,466786287,49508,9429,104796,7.977,11.1142,0.09,6.2085,5.0346,1306,1.12,1166.0714285714284,147,639,0.187022901,0.0466,274.5795,0,2,39,11,10,0.9091
709,11500540,화곡1동,A,2110654,580058913,55461,10459,104796,7.977,10.0197,0.0998,5.9352,5.6389,1306,1.12,1166.0714285714284,147,639,0.187022901,0.0466,274.5795,0,2,39,16,14,0.875
710,11500540,화곡1동,A,2110656,1098841377,88531,12412,104796,7.977,8.4431,0.1184,3.3333,2.7129,1306,1.12,1166.0714285714284,147,639,0.187022901,0.0466,274.5795,0,2,39,13,12,0.9231
711,11500540,화곡1동,D,2120120,1621817932,172391,9408,104796,7.977,11.139,0.0898,5.1389,4.3241,1306,1.12,1166.0714285714284,147,639,0.187022901,0.0466,274.5795,0,2,39,34,15,0.4412
712,11500540,화곡1동,D,2120121,999967832,69531,14382,104796,7.977,7.2866,0.1372,3.4722,4.4074,1306,1.12,1166.0714285714284,147,639,0.187022901,0.0466,274.5795,0,2,39,20,9,0.45
713,11500550,화곡2동,A,2110665,226689462,18609,12181,80576,2.232,6.6149,0.1512,5.4249,3.9951,343,0.45,762.2222222222222,17,81,0.173469388,0.0367,54.5242,0,0,14,4,2,0.5
714,11500550,화곡2동,A,2110668,238037124,19544,12179,80576,2.232,6.616,0.1511,4.9327,5.4417,343,0.45,762.2222222222222,17,81,0.173469388,0.0367,54.5242,0,0,14,13,9,0.6923
715,11500560,화곡3동,A,2110646,553697292,50044,11064,124772,10.191,11.2773,0.0887,7.544,6.8206,625,0.53,1179.245283018868,14,95,0.128440367,0.0375,81.0536,0,0,3,15,15,1.0
716,11500570,화곡4동,A,2110670,126679628,12714,9964,101865,1.758,10.2233,0.0978,4.7632,3.3297,639,0.82,779.2682926829269,42,220,0.160305344,0.0352,68.0001,0,0,35,4,4,1.0
717,11500570,화곡4동,A,2110673,422677001,46327,9124,101865,1.758,11.1645,0.0896,3.7659,3.4762,639,0.82,779.2682926829269,42,220,0.160305344,0.0352,68.0001,0,0,35,2,2,1.0
718,11500570,화곡4동,A,2110675,162666325,15781,10307,101865,1.758,9.8831,0.1012,13.0261,5.2122,639,0.82,779.2682926829269,42,220,0.160305344,0.0352,68.0001,0,0,35,9,9,1.0
719,11500570,화곡4동,D,2120111,698916637,41144,16987,101865,1.758,5.9966,0.1668,4.1759,4.6944,639,0.82,779.2682926829269,42,220,0.160305344,0.0352,68.0001,0,0,35,22,15,0.6818
720,11500590,화곡본동,A,2110658,666611402,56540,11790,97103,-0.301,8.236,0.1214,2.25,5.5,613,0.98,625.5102040816327,31,98,0.240310078,0.0438,110.9586,0,0,8,1,0,0.0
721,11500590,화곡본동,A,2110659,426535396,42011,10153,97103,-0.301,9.564,0.1046,3.4723,5.0741,613,0.98,625.5102040816327,31,98,0.240310078,0.0438,110.9586,0,0,8,17,14,0.8235
722,11500591,화곡6동,A,2110661,62384858,4615,13518,127041,14.867,9.3979,0.1064,6.7987,3.3783,865,1.11,779.2792792792792,79,374,0.174392936,0.0449,111.1922,2,0,21,2,2,1.0
723,11500591,화곡6동,A,2110663,153812590,10852,14174,127041,14.867,8.963,0.1116,3.939,4.7292,865,1.11,779.2792792792792,79,374,0.174392936,0.0449,111.1922,2,0,21,9,6,0.6667
724,11500591,화곡6동,A,2110664,224456406,12141,18488,127041,14.867,6.8715,0.1455,3.4003,4.0015,865,1.11,779.2792792792792,79,374,0.174392936,0.0449,111.1922,2,0,21,1,1,1.0
725,11500591,화곡6동,A,2110666,41527259,1802,23049,127041,14.867,5.5118,0.1814,5.8942,4.4974,865,1.11,779.2792792792792,79,374,0.174392936,0.0449,111.1922,2,0,21,2,2,1.0
726,11500591,화곡6동,A,2110669,87646519,6464,13559,127041,14.867,9.3695,0.1067,6.1639,4.7278,865,1.11,779.2792792792792,79,374,0.174392936,0.0449,111.1922,2,0,21,4,3,0.75
727,11500591,화곡6동,D,2120122,1768087071,128641,13744,127041,14.867,9.2434,0.1082,4.4815,4.6759,865,1.11,779.2792792792792,79,374,0.174392936,0.0449,111.1922,2,0,21,30,16,0.5333
728,11500593,화곡8동,A,2110662,367836600,39427,9330,123209,5.116,13.2057,0.0757,4.0648,3.8426,545,0.53,1028.3018867924527,16,54,0.228571429,0.0429,120.2592,0,0,11,15,12,0.8
729,11500603,가양1동,A,2110648,719681514,74566,9652,145468,3.694,15.0713,0.0664,11.2153,6.5764,2334,4.7,496.5957446808511,278,921,0.231859883,0.0555,405.0236,5,2,42,33,22,0.6667
730,11500603,가양1동,A,2110652,436590813,47511,9189,145468,3.694,15.8307,0.0632,7.178,3.364,2334,4.7,496.5957446808511,278,921,0.231859883,0.0555,405.0236,5,2,42,12,8,0.6667
731,11500603,가양1동,D,2120118,-2147483648,116226,22586,145468,3.694,6.4406,0.1553,15.7751,3.9287,2334,4.7,496.5957446808511,278,921,0.231859883,0.0555,405.0236,5,2,42,78,52,0.6667
732,11500603,가양1동,D,2120119,-2147483648,172194,15228,145468,3.694,9.5527,0.1047,7.3704,4.6204,2334,4.7,496.5957446808511,278,921,0.231859883,0.0555,405.0236,5,2,42,162,112,0.6914
733,11500605,가양3동,A,2110674,104485258,10589,9868,111051,-0.061,11.2536,0.0889,4.216,2.1739,170,0.5,340.0,4,8,0.333333333,0.0454,59.9213,0,0,3,4,2,0.5
734,11500611,발산1동,A,2110645,369887576,38694,9559,95791,7.929,10.021,0.0998,4.3464,4.5959,1372,2.94,466.6666666666667,14,115,0.108527132,0.0325,117.306,0,0,15,20,16,0.8
735,11500611,발산1동,D,2120117,347037452,12730,27262,95791,7.929,3.5137,0.2846,3.1333,2.4333,1372,2.94,466.6666666666667,14,115,0.108527132,0.0325,117.306,0,0,15,3,2,0.6667
736,11500615,우장산동,A,2110649,265712341,35008,7590,125855,9.068,16.5817,0.0603,5.836,4.6673,688,1.36,505.8823529411764,25,137,0.154320988,0.0384,131.4649,4,0,11,12,6,0.5
737,11500615,우장산동,A,2110650,356910448,28394,12570,125855,9.068,10.0123,0.0999,7.5961,5.0252,688,1.36,505.8823529411764,25,137,0.154320988,0.0384,131.4649,4,0,11,5,5,1.0
738,11500615,우장산동,A,2110653,259324310,25212,10286,125855,9.068,12.2356,0.0817,3.4749,4.1368,688,1.36,505.8823529411764,25,137,0.154320988,0.0384,131.4649,4,0,11,4,3,0.75
739,11500615,우장산동,A,2110655,405422756,23476,17270,125855,9.068,7.2875,0.1372,5.4167,7.5648,688,1.36,505.8823529411764,25,137,0.154320988,0.0384,131.4649,4,0,11,14,11,0.7857
740,11500620,공항동,A,2110629,88027776,10799,8152,116945,11.017,14.3456,0.0697,2.4445,2.375,786,10.87,72.30910763569457,44,263,0.143322476,0.0411,256.0375,0,2,16,1,1,1.0
741,11500620,공항동,A,2110634,600393648,53747,11171,116945,11.017,10.4686,0.0955,4.1852,5.6389,786,10.87,72.30910763569457,44,263,0.143322476,0.0411,256.0375,0,2,16,18,15,0.8333
742,11500620,공항동,A,2110635,331930337,20509,16185,116945,11.017,7.2255,0.1384,3.2917,4.0313,786,10.87,72.30910763569457,44,263,0.143322476,0.0411,256.0375,0,2,16,4,4,1.0
743,11500620,공항동,A,2110637,241903638,29674,8152,116945,11.017,14.3456,0.0697,7.9965,6.5542,786,10.87,72.30910763569457,44,263,0.143322476,0.0411,256.0375,0,2,16,6,5,0.8333
744,11500620,공항동,A,2110643,563003301,42031,13395,116945,11.017,8.7305,0.1145,6.3913,6.7445,786,10.87,72.30910763569457,44,263,0.143322476,0.0411,256.0375,0,2,16,3,2,0.6667
745,11500620,공항동,D,2120116,456596602,21535,21202,116945,11.017,5.5158,0.1813,3.4537,4.8333,786,10.87,72.30910763569457,44,263,0.143322476,0.0411,256.0375,0,2,16,14,10,0.7143
746,11500630,방화1동,A,2110632,368328831,25310,14552,120094,11.535,8.2527,0.1212,6.0238,4.4062,986,1.48,666.2162162162163,36,196,0.155172414,0.0359,179.6559,0,0,22,11,8,0.7273
747,11500630,방화1동,A,2110636,239472025,15860,15099,120094,11.535,7.9538,0.1257,3.9524,5.3214,986,1.48,666.2162162162163,36,196,0.155172414,0.0359,179.6559,0,0,22,6,5,0.8333
748,11500630,방화1동,A,2110638,838008720,71979,11642,120094,11.535,10.3156,0.0969,5.8603,4.4834,986,1.48,666.2162162162163,36,196,0.155172414,0.0359,179.6559,0,0,22,17,13,0.7647
749,11500630,방화1동,A,2110639,175820174,12819,13716,120094,11.535,8.7558,0.1142,6.6662,4.8648,986,1.48,666.2162162162163,36,196,0.155172414,0.0359,179.6559,0,0,22,2,1,0.5
750,11500630,방화1동,A,2110641,365918099,43801,8354,120094,11.535,14.3756,0.0696,3.4524,1.8929,986,1.48,666.2162162162163,36,196,0.155172414,0.0359,179.6559,0,0,22,8,8,1.0
751,11500640,방화2동,A,2110630,332709021,26882,12376,92820,16.312,7.5,0.1333,3.5287,1.621,854,6.41,133.22932917316692,37,126,0.226993865,0.0387,295.1427,0,3,8,6,5,0.8333
752,11500640,방화2동,A,2110631,112623030,8498,13253,92820,16.312,7.0037,0.1428,4.4202,4.7707,854,6.41,133.22932917316692,37,126,0.226993865,0.0387,295.1427,0,3,8,7,7,1.0
753,11500640,방화2동,A,2110633,243131483,13228,18380,92820,16.312,5.0501,0.198,2.5833,2.1771,854,6.41,133.22932917316692,37,126,0.226993865,0.0387,295.1427,0,3,8,2,1,0.5
754,11500640,방화2동,D,2120115,248593594,67955,3658,92820,16.312,25.3745,0.0394,0.6384,3.6012,854,6.41,133.22932917316692,37,126,0.226993865,0.0387,295.1427,0,3,8,18,10,0.5556
755,11500641,방화3동,A,2110640,694025045,66399,10452,121780,6.217,11.6514,0.0858,2.695,1.6623,237,2.55,92.94117647058825,26,42,0.382352941,0.034,105.0235,0,1,6,15,3,0.2
756,11500641,방화3동,A,2110642,41773516,738,56585,121780,6.217,2.1522,0.4646,1.3889,2.7778,237,2.55,92.94117647058825,26,42,0.382352941,0.034,105.0235,0,1,6,1,1,1.0
757,11530510,신도림동,A,2110707,305954225,13883,22039,101397,-8.485,4.6008,0.2174,1.5833,2.5417,1010,1.47,687.0748299319728,4,39,0.093023256,0.0423,210.7226,0,0,5,3,3,1.0
758,11530530,구로2동,A,2110708,134829426,13868,9722,97379,0.017,10.0164,0.0998,2.9493,2.5211,1468,1.76,834.0909090909091,67,532,0.111853088,0.0363,919.4949,0,1,35,2,2,1.0
759,11530530,구로2동,A,2110709,192850302,17797,10836,97379,0.017,8.9866,0.1113,5.9835,5.6042,1468,1.76,834.0909090909091,67,532,0.111853088,0.0363,919.4949,0,1,35,2,2,1.0
760,11530530,구로2동,A,2110710,496509351,33573,14789,97379,0.017,6.5846,0.1519,2.841,3.3541,1468,1.76,834.0909090909091,67,532,0.111853088,0.0363,919.4949,0,1,35,6,5,0.8333
761,11530530,구로2동,A,2110711,265447636,11717,22655,97379,0.017,4.2983,0.2326,6.3959,3.5262,1468,1.76,834.0909090909091,67,532,0.111853088,0.0363,919.4949,0,1,35,7,6,0.8571
762,11530530,구로2동,A,2110716,279303114,12414,22499,97379,0.017,4.3281,0.231,3.5833,4.4896,1468,1.76,834.0909090909091,67,532,0.111853088,0.0363,919.4949,0,1,35,4,4,1.0
763,11530530,구로2동,D,2120125,1052611639,99128,10619,97379,0.017,9.1703,0.109,2.9259,4.2593,1468,1.76,834.0909090909091,67,532,0.111853088,0.0363,919.4949,0,1,35,47,32,0.6809
764,11530540,구로3동,A,2110719,9752776,1833,5321,129333,1.209,24.3061,0.0411,0.0,0.0,1552,1.02,1521.5686274509803,255,538,0.321563682,0.053,575.8581,2,0,33,1,1,1.0
765,11530540,구로3동,A,2110722,326302669,34511,9455,129333,1.209,13.6788,0.0731,3.6574,1.25,1552,1.02,1521.5686274509803,255,538,0.321563682,0.053,575.8581,2,0,33,13,6,0.4615
766,11530540,구로3동,D,2120129,-2147483648,421497,9965,129333,1.209,12.9787,0.077,4.4629,4.5741,1552,1.02,1521.5686274509803,255,538,0.321563682,0.053,575.8581,2,0,33,112,57,0.5089
767,11530540,구로3동,D,2120130,-2147483648,118934,20632,129333,1.209,6.2686,0.1595,2.9537,3.3148,1552,1.02,1521.5686274509803,255,538,0.321563682,0.053,575.8581,2,0,33,29,15,0.5172
