,행정동_코드,행정동명,상권_구분_코드,상권_코드,분기당_매출_금액,분기당_매출_건수,건당_매출액_평균,"환산임대료(원, 21년도)","증감율(%, 19-21년도)",임대료/매출,매출/임대료,개업률_평균,폐업률_평균,점포수,면적,단위면적당 상권 수(k㎡),프랜차이즈_점포_수,개인사업자_수,프랜차이즈 비율,2021년_2030여성_비율평균,2021년_외국인_평균,문화시설수,지하철_역_수,버스_정거장_수,유사_업종_점포_수,개인사업자_점포수,개인사업자_비율
314,11260620,묵1동,A,2110248,57770499,3004,19229,103465,9.674,5.3807,0.1859,7.6595,0.4167,623,1.2,519.1666666666667,19,54,0.260273973,0.0368,57.9898,0,0,4,2,2,1.0
315,11260620,묵1동,A,2110250,202200014,14967,13510,103465,9.674,7.6584,0.1306,4.3413,4.2362,623,1.2,519.1666666666667,19,54,0.260273973,0.0368,57.9898,0,0,4,4,3,0.75
316,11260630,묵2동,A,2110236,318612989,27627,11533,83706,14.295,7.258,0.1378,4.1863,3.8426,560,0.67,835.820895522388,17,135,0.111842105,0.0384,41.7947,0,1,9,9,9,1.0
317,11260630,묵2동,A,2110241,266812284,20054,13305,83706,14.295,6.2913,0.1589,6.3813,4.867,560,0.67,835.820895522388,17,135,0.111842105,0.0384,41.7947,0,1,9,12,10,0.8333
318,11260655,망우본동,A,2110275,1106720343,58982,18764,92200,14.542,4.9137,0.2035,4.8877,3.6782,1315,3.03,433.993399339934,30,159,0.158730159,0.034,65.9916,0,0,24,2,2,1.0
319,11260655,망우본동,A,2110277,394057046,27813,14168,92200,14.542,6.5076,0.1537,6.122,2.9434,1315,3.03,433.993399339934,30,159,0.158730159,0.034,65.9916,0,0,24,11,9,0.8182
320,11260655,망우본동,A,2110278,388333867,32915,11798,92200,14.542,7.8149,0.128,4.8877,4.6562,1315,3.03,433.993399339934,30,159,0.158730159,0.034,65.9916,0,0,24,16,14,0.875
321,11260655,망우본동,A,2110279,148283832,5896,25150,92200,14.542,3.666,0.2728,12.2037,0.0,1315,3.03,433.993399339934,30,159,0.158730159,0.034,65.9916,0,0,24,2,1,0.5
322,11260660,망우3동,A,2110268,193331996,20443,9457,66627,12.422,7.0453,0.1419,5.6635,4.23,423,0.92,459.7826086956521,7,33,0.175,0.0322,20.343,0,0,4,3,3,1.0
323,11260660,망우3동,A,2110270,190660811,15959,11947,66627,12.422,5.5769,0.1793,6.0994,5.8217,423,0.92,459.7826086956521,7,33,0.175,0.0322,20.343,0,0,4,3,1,0.3333
324,11260680,신내1동,A,2110271,396321666,7836,50579,88411,5.241,1.748,0.5721,0.1875,0.8958,687,2.56,268.359375,43,159,0.212871287,0.0321,56.8214,0,0,20,1,1,1.0
325,11260680,신내1동,A,2110272,894936149,60083,14895,88411,5.241,5.9356,0.1685,3.3704,4.0833,687,2.56,268.359375,43,159,0.212871287,0.0321,56.8214,0,0,20,27,15,0.5556
326,11260680,신내1동,A,2110273,167773322,11607,14455,88411,5.241,6.1163,0.1635,4.7193,4.796,687,2.56,268.359375,43,159,0.212871287,0.0321,56.8214,0,0,20,5,4,0.8
327,11260680,신내1동,A,2110276,10983876,917,11975,88411,5.241,7.383,0.1354,6.1699,5.1282,687,2.56,268.359375,43,159,0.212871287,0.0321,56.8214,0,0,20,1,1,1.0
328,11290525,성북동,A,2110280,33358504,1525,21874,121233,1.107,5.5423,0.1804,0.0,1.5833,601,2.86,210.13986013986016,17,119,0.125,0.0388,181.8111,9,0,30,4,3,0.75
329,11290525,성북동,A,2110281,194494599,3692,52678,121233,1.107,2.3014,0.4345,1.625,1.3889,601,2.86,210.13986013986016,17,119,0.125,0.0388,181.8111,9,0,30,4,4,1.0
330,11290525,성북동,A,2110283,268475933,9418,28505,121233,1.107,4.253,0.2351,3.6667,5.3611,601,2.86,210.13986013986016,17,119,0.125,0.0388,181.8111,9,0,30,4,4,1.0
331,11290525,성북동,A,2110285,96455944,8022,12024,121233,1.107,10.0826,0.0992,3.7381,4.626,601,2.86,210.13986013986016,17,119,0.125,0.0388,181.8111,9,0,30,10,9,0.9
332,11290525,성북동,A,2110286,192338694,16178,11889,121233,1.107,10.1971,0.0981,3.9583,3.9062,601,2.86,210.13986013986016,17,119,0.125,0.0388,181.8111,9,0,30,13,11,0.8462
333,11290525,성북동,A,2110288,522166808,31010,16839,121233,1.107,7.1995,0.1389,3.5476,3.4166,601,2.86,210.13986013986016,17,119,0.125,0.0388,181.8111,9,0,30,9,9,1.0
334,11290555,삼선동,A,2110291,168591242,14232,11846,93708,0.27,7.9105,0.1264,2.4346,5.9801,857,0.92,931.5217391304348,56,322,0.148148148,0.0494,192.5259,3,0,29,8,6,0.75
335,11290555,삼선동,A,2110293,277294772,32266,8594,93708,0.27,10.9039,0.0917,4.4679,5.3279,857,0.92,931.5217391304348,56,322,0.148148148,0.0494,192.5259,3,0,29,12,9,0.75
336,11290555,삼선동,A,2110297,287174429,29437,9756,93708,0.27,9.6052,0.1041,6.7931,2.4742,857,0.92,931.5217391304348,56,322,0.148148148,0.0494,192.5259,3,0,29,15,14,0.9333
337,11290555,삼선동,D,2120070,596947307,43566,13702,93708,0.27,6.839,0.1462,3.963,2.9629,857,0.92,931.5217391304348,56,322,0.148148148,0.0494,192.5259,3,0,29,17,9,0.5294
338,11290555,삼선동,D,2120071,505322417,30874,16367,93708,0.27,5.7254,0.1747,3.2778,2.7407,857,0.92,931.5217391304348,56,322,0.148148148,0.0494,192.5259,3,0,29,16,13,0.8125
339,11290575,동선동,A,2110296,329576175,38506,8559,122560,3.731,14.3194,0.0698,5.1458,1.9584,945,0.73,1294.5205479452054,119,485,0.197019868,0.0582,348.5785,2,2,14,12,10,0.8333
340,11290575,동선동,A,2110301,221418612,15701,14102,122560,3.731,8.691,0.1151,4.9234,5.3107,945,0.73,1294.5205479452054,119,485,0.197019868,0.0582,348.5785,2,2,14,5,5,1.0
341,11290575,동선동,A,2110303,175439512,17721,9900,122560,3.731,12.3798,0.0808,6.2315,6.9074,945,0.73,1294.5205479452054,119,485,0.197019868,0.0582,348.5785,2,2,14,14,14,1.0
342,11290575,동선동,D,2120072,-2147483648,174988,12685,122560,3.731,9.6618,0.1035,3.9908,4.3796,945,0.73,1294.5205479452054,119,485,0.197019868,0.0582,348.5785,2,2,14,97,65,0.6701
343,11290600,안암동,A,2110300,404905048,31134,13005,111253,12.027,8.5546,0.1169,5.0924,4.4674,835,1.33,627.8195488721805,104,444,0.189781022,0.0593,476.4423,1,0,31,25,24,0.96
344,11290600,안암동,A,2110304,311109089,45186,6885,111253,12.027,16.1588,0.0619,5.6296,4.053,835,1.33,627.8195488721805,104,444,0.189781022,0.0593,476.4423,1,0,31,10,10,1.0
345,11290600,안암동,A,2110305,321354349,22993,13976,111253,12.027,7.9603,0.1256,4.4576,3.5229,835,1.33,627.8195488721805,104,444,0.189781022,0.0593,476.4423,1,0,31,7,7,1.0
346,11290600,안암동,A,2110309,398728930,50820,7846,111253,12.027,14.1796,0.0705,1.5714,5.2083,835,1.33,627.8195488721805,104,444,0.189781022,0.0593,476.4423,1,0,31,9,8,0.8889
347,11290600,안암동,A,2110312,543428621,53639,10131,111253,12.027,10.9814,0.0911,3.4167,4.7593,835,1.33,627.8195488721805,104,444,0.189781022,0.0593,476.4423,1,0,31,21,16,0.7619
348,11290600,안암동,A,2110313,795290953,55833,14244,111253,12.027,7.8105,0.128,2.8426,3.8241,835,1.33,627.8195488721805,104,444,0.189781022,0.0593,476.4423,1,0,31,27,14,0.5185
349,11290600,안암동,D,2120074,300322259,21775,13792,111253,12.027,8.0665,0.124,2.3704,3.5463,835,1.33,627.8195488721805,104,444,0.189781022,0.0593,476.4423,1,0,31,16,11,0.6875
350,11290610,보문동,A,2110302,147764819,12876,11476,76596,-3.318,6.6745,0.1498,4.2188,4.4792,379,0.56,676.7857142857142,6,28,0.176470588,0.0444,86.2296,0,1,1,12,9,0.75
351,11290620,정릉1동,A,2110298,127901920,18060,7082,83352,13.62,11.7696,0.085,1.7667,3.2215,372,0.44,845.4545454545455,10,76,0.11627907,0.0347,55.4183,0,1,5,3,3,1.0
352,11290620,정릉1동,A,2110299,401818107,34940,11500,83352,13.62,7.248,0.138,6.2619,3.5,372,0.44,845.4545454545455,10,76,0.11627907,0.0347,55.4183,0,1,5,11,11,1.0
353,11290630,정릉2동,A,2110292,125260541,1674,74805,87688,7.44,1.1722,0.8531,5.655,5.1452,457,1.17,390.59829059829065,16,38,0.296296296,0.0367,89.2197,0,0,9,1,1,1.0
354,11290630,정릉2동,A,2110295,261103931,25656,10177,87688,7.44,8.6163,0.1161,5.011,5.5458,457,1.17,390.59829059829065,16,38,0.296296296,0.0367,89.2197,0,0,9,6,2,0.3333
355,11290640,정릉3동,A,2110282,186938431,15705,11903,86905,-6.98,7.3011,0.137,2.5625,5.1771,461,3.71,124.25876010781673,22,66,0.25,0.0448,414.5773,2,0,11,8,7,0.875
356,11290640,정릉3동,A,2110287,248033947,24644,10065,86905,-6.98,8.6344,0.1158,3.4289,2.3078,461,3.71,124.25876010781673,22,66,0.25,0.0448,414.5773,2,0,11,3,2,0.6667
357,11290640,정릉3동,A,2110289,158144686,13191,11989,86905,-6.98,7.2487,0.138,6.3956,2.2396,461,3.71,124.25876010781673,22,66,0.25,0.0448,414.5773,2,0,11,6,5,0.8333
358,11290650,정릉4동,A,2110284,311075946,36427,8540,112455,0.384,13.168,0.0759,5.0625,6.7917,522,3.13,166.77316293929712,13,44,0.228070175,0.0359,126.6874,0,0,11,4,3,0.75
359,11290650,정릉4동,A,2110290,73776193,5808,12702,112455,0.384,8.8533,0.113,5.1767,1.3889,522,3.13,166.77316293929712,13,44,0.228070175,0.0359,126.6874,0,0,11,2,2,1.0
360,11290650,정릉4동,A,2110294,328443788,30220,10868,112455,0.384,10.3474,0.0966,5.5633,4.8944,522,3.13,166.77316293929712,13,44,0.228070175,0.0359,126.6874,0,0,11,9,9,1.0
361,11290660,길음1동,A,2110306,70286731,2999,23437,147791,0.055,6.3059,0.1586,9.2096,6.4235,663,0.79,839.2405063291139,8,47,0.145454545,0.029,87.2739,1,0,7,6,6,1.0
362,11290660,길음1동,A,2110307,112968742,10504,10755,147791,0.055,13.7416,0.0728,1.3113,6.2708,663,0.79,839.2405063291139,8,47,0.145454545,0.029,87.2739,1,0,7,8,5,0.625
363,11290685,길음2동,A,2110308,222391593,23421,9495,127012,16.179,13.3767,0.0748,2.7434,3.4349,665,0.58,1146.5517241379312,3,38,0.073170732,0.0352,67.6147,0,0,3,18,16,0.8889
364,11290705,종암동,A,2110314,371472747,25637,14490,91238,0.445,6.2966,0.1588,2.8958,5.1215,880,1.46,602.7397260273973,52,196,0.209677419,0.0386,625.8648,2,0,29,18,8,0.4444
365,11290705,종암동,A,2110315,297516610,29719,10011,91238,0.445,9.1138,0.1097,7.5805,4.2443,880,1.46,602.7397260273973,52,196,0.209677419,0.0386,625.8648,2,0,29,11,8,0.7273
366,11290705,종암동,A,2110317,380841679,43642,8726,91238,0.445,10.4559,0.0956,2.5119,3.1191,880,1.46,602.7397260273973,52,196,0.209677419,0.0386,625.8648,2,0,29,6,5,0.8333
367,11290705,종암동,A,2110319,289707079,19812,14623,91238,0.445,6.2393,0.1603,6.4619,4.0708,880,1.46,602.7397260273973,52,196,0.209677419,0.0386,625.8648,2,0,29,13,9,0.6923
368,11290705,종암동,A,2110320,316699319,34799,9101,91238,0.445,10.0251,0.0998,1.4493,0.0,880,1.46,602.7397260273973,52,196,0.209677419,0.0386,625.8648,2,0,29,1,1,1.0
369,11290715,월곡1동,A,2110316,367392246,31814,11548,103499,16.647,8.9625,0.1116,3.1667,3.6019,458,0.81,565.4320987654321,33,176,0.157894737,0.0337,94.0838,0,0,22,18,11,0.6111
370,11290715,월곡1동,A,2110318,247076443,14299,17279,103499,16.647,5.9899,0.1669,4.9167,4.2084,458,0.81,565.4320987654321,33,176,0.157894737,0.0337,94.0838,0,0,22,5,3,0.6
371,11290715,월곡1동,A,2110321,25815158,2188,11798,103499,16.647,8.7726,0.114,6.1111,5.0,458,0.81,565.4320987654321,33,176,0.157894737,0.0337,94.0838,0,0,22,3,3,1.0
372,11290715,월곡1동,D,2120073,396276717,39647,9995,103499,16.647,10.3551,0.0966,4.3637,5.4036,458,0.81,565.4320987654321,33,176,0.157894737,0.0337,94.0838,0,0,22,14,9,0.6429
373,11290725,월곡2동,A,2110323,270517248,28533,9481,105636,16.755,11.1419,0.0898,4.8086,2.7646,554,1.36,407.35294117647055,54,167,0.244343891,0.0433,76.0265,2,1,12,12,10,0.8333
374,11290725,월곡2동,A,2110324,126770779,18632,6804,105636,16.755,15.5256,0.0644,4.0441,0.0,554,1.36,407.35294117647055,54,167,0.244343891,0.0433,76.0265,2,1,12,1,1,1.0
375,11290725,월곡2동,A,2110328,143262343,15019,9539,105636,16.755,11.0741,0.0903,3.4167,2.0417,554,1.36,407.35294117647055,54,167,0.244343891,0.0433,76.0265,2,1,12,8,6,0.75
376,11290725,월곡2동,D,2120075,534983456,50666,10559,105636,16.755,10.0044,0.1,2.7315,3.4259,554,1.36,407.35294117647055,54,167,0.244343891,0.0433,76.0265,2,1,12,37,21,0.5676
377,11290760,장위1동,A,2110322,79920955,6737,11864,59814,9.026,5.0416,0.1983,4.0917,3.1341,407,0.7,581.4285714285714,19,57,0.25,0.0341,35.8609,1,0,11,3,0,0.0
378,11290760,장위1동,A,2110325,348746795,28416,12273,59814,9.026,4.8736,0.2052,3.188,1.1692,407,0.7,581.4285714285714,19,57,0.25,0.0341,35.8609,1,0,11,10,9,0.9
379,11290760,장위1동,A,2110326,137475876,16818,8174,59814,9.026,7.3176,0.1367,0.4583,0.0,407,0.7,581.4285714285714,19,57,0.25,0.0341,35.8609,1,0,11,2,2,1.0
380,11290770,장위2동,A,2110327,165232939,9725,16991,91105,16.085,5.362,0.1865,6.4107,4.4345,410,0.67,611.9402985074627,10,97,0.093457944,0.0343,31.2488,0,0,9,7,6,0.8571
381,11290770,장위2동,A,2110329,62493576,1978,31596,91105,16.085,2.8834,0.3468,6.7667,3.3689,410,0.67,611.9402985074627,10,97,0.093457944,0.0343,31.2488,0,0,9,4,2,0.5
382,11290770,장위2동,A,2110330,257041457,17276,14878,91105,16.085,6.1235,0.1633,2.5741,2.8241,410,0.67,611.9402985074627,10,97,0.093457944,0.0343,31.2488,0,0,9,6,5,0.8333
383,11290770,장위2동,A,2110332,163389164,11213,14571,91105,16.085,6.2525,0.1599,5.1299,2.3833,410,0.67,611.9402985074627,10,97,0.093457944,0.0343,31.2488,0,0,9,1,1,1.0
384,11290810,석관동,A,2110221,246382681,22828,10793,87235,3.422,8.0826,0.1237,4.0943,4.6251,933,1.73,539.306358381503,53,238,0.182130584,0.0364,96.3321,0,2,25,3,2,0.6667
385,11290810,석관동,A,2110331,262491692,20306,12927,87235,3.422,6.7483,0.1482,2.6204,3.5926,933,1.73,539.306358381503,53,238,0.182130584,0.0364,96.3321,0,2,25,18,14,0.7778
386,11290810,석관동,A,2110333,292281279,11379,25685,87235,3.422,3.3963,0.2944,4.122,3.5175,933,1.73,539.306358381503,53,238,0.182130584,0.0364,96.3321,0,2,25,6,5,0.8333
387,11290810,석관동,A,2110334,202989800,13894,14609,87235,3.422,5.9713,0.1675,2.2738,4.0238,933,1.73,539.306358381503,53,238,0.182130584,0.0364,96.3321,0,2,25,1,1,1.0
388,11290810,석관동,A,2110335,848751803,51868,16364,87235,3.422,5.3309,0.1876,3.7129,3.5648,933,1.73,539.306358381503,53,238,0.182130584,0.0364,96.3321,0,2,25,9,6,0.6667
389,11305534,삼양동,A,2110355,82446921,7046,11702,96071,8.685,8.2098,0.1218,1.2262,1.0714,382,0.91,419.7802197802197,4,20,0.166666667,0.0309,51.2152,0,0,6,6,4,0.6667
390,11305535,미아동,A,2110364,264423069,29037,9106,93388,2.105,10.2557,0.0975,3.8688,2.2822,705,0.93,758.0645161290322,51,290,0.149560117,0.0389,69.9272,0,1,12,4,4,1.0
391,11305535,미아동,A,2110365,318805391,25325,12589,93388,2.105,7.4182,0.1348,3.8195,4.1944,705,0.93,758.0645161290322,51,290,0.149560117,0.0389,69.9272,0,1,12,2,2,1.0
392,11305535,미아동,A,2110369,377359128,26790,14086,93388,2.105,6.6298,0.1508,5.0788,5.1,705,0.93,758.0645161290322,51,290,0.149560117,0.0389,69.9272,0,1,12,9,9,1.0
393,11305535,미아동,D,2120077,670282887,61837,10840,93388,2.105,8.6151,0.1161,4.1296,2.9074,705,0.93,758.0645161290322,51,290,0.149560117,0.0389,69.9272,0,1,12,37,25,0.6757
394,11305545,송중동,A,2110374,253567649,26831,9451,125023,15.28,13.2285,0.0756,6.4127,5.1103,1116,1.01,1104.950495049505,63,245,0.204545455,0.0361,129.9814,0,0,18,4,2,0.5
395,11305545,송중동,A,2110377,159555358,7700,20721,125023,15.28,6.0336,0.1657,5.4479,4.7574,1116,1.01,1104.950495049505,63,245,0.204545455,0.0361,129.9814,0,0,18,3,3,1.0
396,11305545,송중동,A,2110378,104813337,9405,11144,125023,15.28,11.2189,0.0891,6.1784,4.8905,1116,1.01,1104.950495049505,63,245,0.204545455,0.0361,129.9814,0,0,18,7,5,0.7143
397,11305545,송중동,D,2120078,1228485460,66620,18440,125023,15.28,6.78,0.1475,3.9259,5.25,1116,1.01,1104.950495049505,63,245,0.204545455,0.0361,129.9814,0,0,18,30,16,0.5333
398,11305555,송천동,A,2110361,91177463,10704,8518,85663,-0.209,10.0567,0.0994,2.4067,6.1515,862,0.9,957.7777777777776,21,131,0.138157895,0.0302,76.301,1,1,12,4,3,0.75
399,11305555,송천동,A,2110368,129369869,15906,8133,85663,-0.209,10.5328,0.0949,7.5438,4.4342,862,0.9,957.7777777777776,21,131,0.138157895,0.0302,76.301,1,1,12,1,1,1.0
400,11305555,송천동,A,2110370,217842727,16739,13014,85663,-0.209,6.5824,0.1519,6.2134,4.9242,862,0.9,957.7777777777776,21,131,0.138157895,0.0302,76.301,1,1,12,4,3,0.75
401,11305555,송천동,A,2110371,326521195,13392,24383,85663,-0.209,3.5132,0.2846,4.4539,3.4447,862,0.9,957.7777777777776,21,131,0.138157895,0.0302,76.301,1,1,12,4,4,1.0
402,11305575,삼각산동,A,2110354,196850595,12628,15589,116140,-9.087,7.4501,0.1342,4.8896,6.6607,329,0.62,530.6451612903226,7,15,0.318181818,0.0279,55.5847,0,0,6,3,1,0.3333
403,11305595,번1동,A,2110373,311370273,28138,11066,95290,7.23,8.6111,0.1161,3.9762,3.5,665,0.66,1007.5757575757576,21,147,0.125,0.0401,60.3566,0,0,8,3,3,1.0
404,11305595,번1동,A,2110376,371888969,37579,9896,95290,7.23,9.6291,0.1039,5.4537,3.5741,665,0.66,1007.5757575757576,21,147,0.125,0.0401,60.3566,0,0,8,18,17,0.9444
405,11305595,번1동,A,2110379,348108824,32768,10623,95290,7.23,8.9702,0.1115,0.9028,0.4722,665,0.66,1007.5757575757576,21,147,0.125,0.0401,60.3566,0,0,8,1,1,1.0
406,11305603,번2동,A,2110375,158837725,11751,13516,53242,-18.39,3.9392,0.2539,0.0,2.1983,239,0.95,251.57894736842107,3,19,0.136363636,0.0319,37.9064,0,0,10,4,4,1.0
407,11305608,번3동,A,2110381,227072911,19880,11422,81298,2.21,7.1177,0.1405,1.6667,4.8667,213,1.1,193.63636363636363,2,16,0.111111111,0.0279,35.938,0,0,4,1,1,1.0
408,11305615,수유1동,A,2110344,136042421,17997,7559,86732,3.921,11.474,0.0872,2.0809,3.0748,634,1.67,379.6407185628743,19,126,0.131034483,0.0337,51.3024,0,0,19,3,3,1.0
409,11305615,수유1동,A,2110349,90018546,3171,28390,86732,3.921,3.055,0.3273,5.2999,3.4645,634,1.67,379.6407185628743,19,126,0.131034483,0.0337,51.3024,0,0,19,4,4,1.0
410,11305615,수유1동,A,2110352,178222626,16402,10866,86732,3.921,7.982,0.1253,5.2678,4.3376,634,1.67,379.6407185628743,19,126,0.131034483,0.0337,51.3024,0,0,19,7,4,0.5714
411,11305615,수유1동,A,2110360,388570121,35496,10947,86732,3.921,7.9229,0.1262,4.4896,3.2627,634,1.67,379.6407185628743,19,126,0.131034483,0.0337,51.3024,0,0,19,7,6,0.8571
412,11305625,수유2동,A,2110353,335995378,14137,23768,81500,-5.423,3.429,0.2916,4.9456,4.4108,720,0.57,1263.1578947368423,20,106,0.158730159,0.0319,46.7425,0,1,9,3,3,1.0
413,11305625,수유2동,A,2110356,182357754,9512,19171,81500,-5.423,4.2512,0.2352,2.9861,4.5695,720,0.57,1263.1578947368423,20,106,0.158730159,0.0319,46.7425,0,1,9,3,2,0.6667
414,11305625,수유2동,A,2110357,181898151,18756,9698,81500,-5.423,8.4038,0.119,5.4197,5.1739,720,0.57,1263.1578947368423,20,106,0.158730159,0.0319,46.7425,0,1,9,5,3,0.6
415,11305625,수유2동,A,2110362,265967202,33373,7969,81500,-5.423,10.2271,0.0978,5.2261,3.8454,720,0.57,1263.1578947368423,20,106,0.158730159,0.0319,46.7425,0,1,9,7,6,0.8571
416,11305635,수유3동,A,2110358,159115869,7926,20076,100610,-2.898,5.0115,0.1995,4.8226,6.2463,1130,0.72,1569.4444444444446,155,628,0.197956577,0.0422,83.4095,0,1,35,7,7,1.0
417,11305635,수유3동,A,2110359,150941377,12643,11939,100610,-2.898,8.427,0.1187,5.4659,3.1231,1130,0.72,1569.4444444444446,155,628,0.197956577,0.0422,83.4095,0,1,35,8,7,0.875
418,11305635,수유3동,A,2110366,416680950,13382,31138,100610,-2.898,3.2311,0.3095,7.8207,5.082,1130,0.72,1569.4444444444446,155,628,0.197956577,0.0422,83.4095,0,1,35,3,3,1.0
419,11305635,수유3동,A,2110367,353017861,22145,15941,100610,-2.898,6.3114,0.1584,7.3505,3.7648,1130,0.72,1569.4444444444446,155,628,0.197956577,0.0422,83.4095,0,1,35,8,6,0.75
420,11305635,수유3동,A,2110372,202978972,11302,17959,100610,-2.898,5.6022,0.1785,4.2094,3.4745,1130,0.72,1569.4444444444446,155,628,0.197956577,0.0422,83.4095,0,1,35,7,7,1.0
421,11305635,수유3동,D,2120076,-2147483648,278404,14508,100610,-2.898,6.9348,0.1442,3.6574,3.5556,1130,0.72,1569.4444444444446,155,628,0.197956577,0.0422,83.4095,0,1,35,91,58,0.6374
422,11305645,우이동,A,2110339,778662864,30176,25804,87026,11.158,3.3726,0.2965,5.135,2.8667,590,10.28,57.39299610894942,29,146,0.165714286,0.0348,64.4979,3,1,31,7,6,0.8571
423,11305645,우이동,A,2110341,468764428,29653,15808,87026,11.158,5.5052,0.1816,1.4778,3.5472,590,10.28,57.39299610894942,29,146,0.165714286,0.0348,64.4979,3,1,31,8,5,0.625
424,11305645,우이동,A,2110343,109891579,14932,7360,87026,11.158,11.8242,0.0846,3.1306,3.3944,590,10.28,57.39299610894942,29,146,0.165714286,0.0348,64.4979,3,1,31,5,5,1.0
425,11305645,우이동,A,2110345,158541939,10370,15289,87026,11.158,5.6921,0.1757,2.4524,2.8408,590,10.28,57.39299610894942,29,146,0.165714286,0.0348,64.4979,3,1,31,8,5,0.625
426,11305645,우이동,A,2110346,386649984,25869,14946,87026,11.158,5.8227,0.1717,3.2655,4.208,590,10.28,57.39299610894942,29,146,0.165714286,0.0348,64.4979,3,1,31,10,5,0.5
427,11305660,인수동,A,2110337,520455864,26580,19580,65714,5.119,3.3562,0.298,3.5752,6.0011,562,3.28,171.34146341463415,31,136,0.185628743,0.033,77.5209,3,0,25,19,15,0.7895
428,11305660,인수동,A,2110340,59411524,7708,7708,65714,5.119,8.5254,0.1173,3.6,3.8833,562,3.28,171.34146341463415,31,136,0.185628743,0.033,77.5209,3,0,25,3,2,0.6667
429,11305660,인수동,A,2110342,91090648,8972,10153,65714,5.119,6.4724,0.1545,7.3761,6.558,562,3.28,171.34146341463415,31,136,0.185628743,0.033,77.5209,3,0,25,4,4,1.0
430,11305660,인수동,A,2110348,149826629,10765,13919,65714,5.119,4.7212,0.2118,1.9422,1.8229,562,3.28,171.34146341463415,31,136,0.185628743,0.033,77.5209,3,0,25,9,4,0.4444
431,11305660,인수동,A,2110350,168557966,10616,15878,65714,5.119,4.1387,0.2416,2.5268,3.6384,562,3.28,171.34146341463415,31,136,0.185628743,0.033,77.5209,3,0,25,7,6,0.8571
432,11305660,인수동,A,2110351,99105075,8575,11557,65714,5.119,5.6861,0.1759,5.9536,4.0217,562,3.28,171.34146341463415,31,136,0.185628743,0.033,77.5209,3,0,25,7,7,1.0
433,11320511,창1동,A,2110396,562333320,59551,9443,112318,29.222,11.8943,0.0841,4.6928,3.8434,451,0.88,512.5,11,46,0.192982456,0.0355,56.4856,0,0,1,12,9,0.75
434,11320512,창2동,A,2110399,415417440,45097,9212,83257,6.479,9.0379,0.1106,4.5247,4.2411,616,1.05,586.6666666666666,10,43,0.188679245,0.0355,64.1668,0,0,12,10,7,0.7
435,11320513,창3동,A,2110404,522928934,30394,17205,73357,-5.205,4.2637,0.2345,5.9815,4.5555,457,0.67,682.0895522388059,18,119,0.131386861,0.0287,37.2069,0,0,19,21,17,0.8095
436,11320514,창4동,D,2120079,1004766151,88908,11301,109496,-9.106,9.6891,0.1032,3.4445,3.5,493,0.95,518.9473684210526,42,113,0.270967742,0.0322,63.1924,5,0,11,23,7,0.3043
437,11320515,창5동,A,2110401,217536927,13165,16524,104501,5.923,6.3242,0.1581,1.8634,2.9692,515,0.7,735.7142857142858,27,75,0.264705882,0.0355,52.8879,4,0,9,3,0,0.0
438,11320515,창5동,A,2110408,238650336,19767,12073,104501,5.923,8.6558,0.1155,1.6759,4.4722,515,0.7,735.7142857142858,27,75,0.264705882,0.0355,52.8879,4,0,9,7,5,0.7143
439,11320515,창5동,A,2110409,303959467,24650,12331,104501,5.923,8.4747,0.118,3.7187,5.3855,515,0.7,735.7142857142858,27,75,0.264705882,0.0355,52.8879,4,0,9,19,14,0.7368
440,11320521,도봉1동,A,2110397,660878661,57937,11407,70348,-11.228,6.1671,0.1622,3.4498,1.7638,577,8.72,66.16972477064219,46,270,0.14556962,0.0267,42.5442,0,0,28,13,9,0.6923
441,11320521,도봉1동,A,2110406,1241517816,62254,19943,70348,-11.228,3.5275,0.2835,3.605,2.8202,577,8.72,66.16972477064219,46,270,0.14556962,0.0267,42.5442,0,0,28,10,5,0.5
442,11320521,도봉1동,A,2110407,575139591,43514,13217,70348,-11.228,5.3225,0.1879,2.8981,1.2963,577,8.72,66.16972477064219,46,270,0.14556962,0.0267,42.5442,0,0,28,14,8,0.5714
443,11320522,도봉2동,A,2110411,129079220,8437,15300,99113,16.043,6.478,0.1544,2.4546,5.3651,439,0.83,528.9156626506025,8,50,0.137931034,0.0312,52.978,2,1,7,6,4,0.6667
444,11320522,도봉2동,A,2110413,361778034,12462,29030,99113,16.043,3.4142,0.2929,6.3131,3.8717,439,0.83,528.9156626506025,8,50,0.137931034,0.0312,52.978,2,1,7,8,5,0.625
445,11320660,쌍문1동,A,2110382,126444714,16102,7852,81909,-11.915,10.4316,0.0959,3.2619,4.8572,477,1.24,384.6774193548387,20,91,0.18018018,0.0354,38.2534,3,0,25,4,3,0.75
446,11320660,쌍문1동,A,2110383,253081294,31448,8048,81909,-11.915,10.1776,0.0983,4.766,6.1528,477,1.24,384.6774193548387,20,91,0.18018018,0.0354,38.2534,3,0,25,17,15,0.8824
447,11320660,쌍문1동,A,2110384,73604416,3128,23531,81909,-11.915,3.4809,0.2873,4.7619,0.0,477,1.24,384.6774193548387,20,91,0.18018018,0.0354,38.2534,3,0,25,1,1,1.0
448,11320660,쌍문1동,A,2110387,343776110,38007,9045,81909,-11.915,9.0557,0.1104,3.2917,4.1771,477,1.24,384.6774193548387,20,91,0.18018018,0.0354,38.2534,3,0,25,6,5,0.8333
