,상권_코드,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,행정동_코드
1114,2110225,HH,정체,128,56,11230610
1115,2110224,HH,정체,146,56,11230720
1116,2110223,HL,상권축소,121,50,11230650
1117,2110222,HL,상권축소,192,53,11230720
1118,2110221,HL,상권축소,121,54,11290810
1119,2110220,HL,상권축소,130,55,11230740
1120,2110219,LH,상권확장,106,58,11230730
1121,2110218,HH,정체,119,59,11230610
1122,2110217,HH,정체,196,86,11230610
1123,2110216,HH,정체,138,59,11230570
1124,2110215,HL,상권축소,123,50,11230720
1125,2110214,LH,상권확장,111,59,11230740
1126,2110213,LH,상권확장,91,56,11230740
1127,2110212,LH,상권확장,94,56,11230600
1128,2110211,HH,정체,121,56,11230560
1129,2110210,LL,다이나믹,107,55,11230560
1130,2110209,LL,다이나믹,114,45,11230600
1131,2110208,LL,다이나믹,113,43,11230710
1132,2110207,LL,다이나믹,100,49,11230560
1133,2110206,LH,상권확장,97,64,11230560
1134,2110205,LL,다이나믹,101,49,11230710
1135,2110204,LL,다이나믹,106,53,11230600
1136,2110203,LL,다이나믹,117,49,11230705
1137,2110202,HH,정체,155,67,11230560
1138,2110201,HH,정체,129,90,11230560
1139,2110200,HH,정체,146,57,11230705
1140,2110199,HH,정체,153,65,11230545
1141,2110198,HH,정체,142,69,11230545
1142,2110197,HH,정체,153,59,11230705
1143,2110196,HH,정체,131,71,11230705
1144,2110195,HH,정체,141,62,11230536
1145,2110194,HH,정체,131,61,11230545
1146,2110193,HH,정체,124,61,11230545
1147,2110192,LL,다이나믹,113,46,11230536
1148,2110191,HH,정체,128,57,11230545
1149,2110190,LH,상권확장,112,55,11230545
1150,2110189,HH,정체,137,63,11230545
1151,2110188,HH,정체,125,59,11230536
1152,2110187,HL,상권축소,119,51,11230536
1153,2110186,HH,정체,136,68,11230545
1154,2110185,HL,상권축소,124,45,11230536
1155,2110184,HL,상권축소,128,43,11230536
1156,2110183,LL,다이나믹,112,52,11230536
1157,2110182,HH,정체,138,62,11230536
1158,2110181,HL,상권축소,133,54,11230536
1159,2110180,LL,다이나믹,112,55,11215810
1160,2110179,LH,상권확장,98,59,11215810
1161,2110178,LH,상권확장,97,58,11215810
1162,2110177,LL,다이나믹,87,49,11215860
1163,2110176,LH,상권확장,110,56,11215770
1164,2110175,LL,다이나믹,105,52,11215870
1165,2110174,LL,다이나믹,112,53,11215770
1166,2110173,LL,다이나믹,106,53,11215870
1167,2110172,LH,상권확장,116,66,11215860
1168,2110171,HH,정체,124,56,11215770
1169,2110170,LL,다이나믹,100,52,11215850
1170,2110169,HL,상권축소,133,55,11215830
1171,2110168,LL,다이나믹,113,48,11215770
1172,2110167,HH,정체,129,57,11215750
1173,2110166,LL,다이나믹,110,49,11215850
1174,2110165,LL,다이나믹,104,52,11215750
1175,2110164,LL,다이나믹,110,46,11215780
1176,2110163,HL,상권축소,120,48,11215830
1177,2110162,LL,다이나믹,83,46,11215750
1178,2110161,LL,다이나믹,104,48,11215760
1179,2110160,HH,정체,127,68,11215850
1180,2110159,HL,상권축소,120,53,11215820
1181,2110158,LL,다이나믹,118,53,11215760
1182,2110157,LL,다이나믹,112,54,11215830
1183,2110156,LL,다이나믹,118,52,11215780
1184,2110155,LL,다이나믹,101,55,11215820
1185,2110154,LL,다이나믹,118,53,11215820
1186,2110153,LL,다이나믹,78,49,11215740
1187,2110152,LH,상권확장,116,61,11215740
1188,2110151,LL,다이나믹,114,53,11215830
1189,2110150,HL,상권축소,124,54,11215740
1190,2110149,HH,정체,137,63,11215730
1191,2110148,LH,상권확장,111,64,11215710
1192,2110147,LL,다이나믹,114,53,11215730
1193,2110146,LH,상권확장,108,63,11215840
1194,2110145,LL,다이나믹,90,50,11215730
1195,2110144,LL,다이나믹,110,43,11215710
1196,2110143,LH,상권확장,85,66,11215840
1197,2110142,LL,다이나믹,106,48,11215710
1198,2110141,LL,다이나믹,95,49,11215710
1199,2110140,LL,다이나믹,99,51,11215847
1200,2110139,HH,정체,124,55,11215847
1201,2110138,HH,정체,135,57,11200720
1202,2110137,LH,상권확장,113,60,11200690
1203,2110136,LL,다이나믹,97,52,11200670
1204,2110135,HH,정체,153,58,11200720
1205,2110134,LL,다이나믹,117,54,11200670
1206,2110133,HH,정체,148,63,11200790
1207,2110132,LH,상권확장,117,62,11200690
1208,2110131,LH,상권확장,83,56,11200670
1209,2110130,HH,정체,128,74,11200790
1210,2110129,LH,상권확장,99,66,11200660
1211,2110128,HH,정체,125,57,11200650
1212,2110127,LL,다이나믹,84,52,11200650
1213,2110126,LH,상권확장,63,57,11200650
1214,2110125,LH,상권확장,105,69,11200550
1215,2110124,LH,상권확장,83,65,11200660
1216,2110123,HH,정체,145,65,11200540
1217,2110122,LH,상권확장,111,61,11200540
1218,2110121,LH,상권확장,98,60,11200550
1219,2110120,LL,다이나믹,42,47,11200660
1220,2110119,HH,정체,140,72,11200540
1221,2110118,LL,다이나믹,107,49,11200560
1222,2110117,HH,정체,128,60,11200540
1223,2110116,LH,상권확장,103,61,11200540
1224,2110115,HH,정체,128,63,11200535
1225,2110114,LH,상권확장,116,59,11200535
1226,2110113,LL,다이나믹,111,53,11200580
1227,2110112,HL,상권축소,140,53,11200560
1228,2110111,LH,상권확장,112,80,11200580
1229,2110110,LH,상권확장,104,61,11200520
1230,2110109,HL,상권축소,120,52,11200590
1231,2110108,LH,상권확장,113,63,11200590
1232,2110107,HH,정체,150,80,11200620
1233,2110106,LH,상권확장,112,65,11200590
1234,2110105,LH,상권확장,116,57,11200615
1235,2110104,LH,상권확장,107,60,11200615
1236,2110103,LL,다이나믹,92,54,11200620
1237,2110102,LL,다이나믹,109,54,11200645
1238,2110101,HL,상권축소,131,46,11200645
1239,2110100,LH,상권확장,116,56,11200645
1240,2110099,LL,다이나믹,85,52,11170685
1241,2110098,LL,다이나믹,65,42,11170685
1242,2110097,LH,상권확장,68,81,11170685
1243,2110096,LH,상권확장,107,67,11170685
1244,2110095,LL,다이나믹,73,53,11170685
1245,2110094,HH,정체,141,65,11170700
1246,2110093,LH,상권확장,99,57,11170685
1247,2110092,HH,정체,132,58,11170700
1248,2110091,LL,다이나믹,59,49,11170685
1249,2110090,LL,다이나믹,93,50,11170700
1250,2110089,HH,정체,149,82,11170690
1251,2110088,LH,상권확장,115,60,11170690
1252,2110087,HH,정체,131,61,11170650
1253,2110086,LH,상권확장,111,60,11170650
1254,2110085,LL,다이나믹,98,47,11170660
1255,2110084,LL,다이나믹,96,52,11170660
1256,2110083,HH,정체,126,60,11170690
1257,2110082,LL,다이나믹,84,54,11170650
1258,2110081,LL,다이나믹,84,52,11170520
1259,2110080,LL,다이나믹,108,54,11170510
1260,2110079,LH,상권확장,113,61,11170510
1261,2110078,HH,정체,138,70,11170630
1262,2110077,LH,상권확장,108,64,11170510
1263,2110076,HH,정체,145,65,11170625
1264,2110075,HH,정체,127,59,11170530
1265,2110074,HH,정체,120,63,11170530
1266,2110073,LL,다이나믹,106,55,11170625
1267,2110072,LH,상권확장,89,57,11170560
1268,2110071,HH,정체,154,68,11170630
1269,2110070,HH,정체,171,79,11170625
1270,2110069,LL,다이나믹,111,51,11170555
1271,2110068,HH,정체,122,64,11170560
1272,2110067,HH,정체,144,60,11170555
1273,2110066,HH,정체,123,64,11170555
1274,2110065,HH,정체,152,64,11170560
1275,2110064,HH,정체,139,65,11170580
1276,2110063,HH,정체,153,62,11170590
1277,2110062,HH,정체,122,68,11170625
1278,2110061,HH,정체,134,68,11170580
1279,2110060,LH,상권확장,109,56,11170590
1280,2110059,HH,정체,151,76,11170640
1281,2110058,HH,정체,143,63,11170570
1282,2110057,HH,정체,136,63,11140670
1283,2110056,LL,다이나믹,112,54,11140650
1284,2110055,HH,정체,174,71,11140670
1285,2110054,LH,상권확장,103,56,11140645
1286,2110053,HH,정체,130,57,11140615
1287,2110052,HH,정체,135,64,11140625
1288,2110051,LH,상권확장,104,67,11140615
1289,2110050,LH,상권확장,103,56,11140635
1290,2110049,LH,상권확장,101,60,11140625
1291,2110048,HH,정체,121,61,11140580
1292,2110047,LL,다이나믹,105,45,11140625
1293,2110046,LL,다이나믹,78,54,11140625
1294,2110045,HH,정체,134,68,11140580
1295,2110044,HH,정체,160,73,11140580
1296,2110043,HH,정체,149,64,11140580
1297,2110042,HH,정체,124,63,11140570
1298,2110041,LH,상권확장,109,58,11140550
1299,2110040,HH,정체,154,71,11140540
1300,2110039,HH,정체,134,93,11140540
1301,2110038,HH,정체,120,62,11140520
1302,2110037,HL,상권축소,125,54,11110710
1303,2110036,LL,다이나믹,117,48,11110710
1304,2110035,HH,정체,140,56,11110710
1305,2110034,HH,정체,123,77,11110670
1306,2110033,HH,정체,139,66,11110700
1307,2110032,HL,상권축소,156,52,11110670
1308,2110031,HH,정체,121,57,11110690
1309,2110030,HH,정체,154,56,11110670
1310,2110029,HH,정체,135,69,11110680
1311,2110028,HH,정체,127,65,11110640
1312,2110027,LH,상권확장,72,56,11110640
1313,2110026,HH,정체,156,86,11110630
1314,2110025,HH,정체,151,64,11110630
1315,2110024,HH,정체,123,65,11110650
1316,2110023,HH,정체,129,64,11110640
1317,2110022,LH,상권확장,113,63,11110650
1318,2110021,LL,다이나믹,118,50,11110650
1319,2110020,LL,다이나믹,106,55,11110650
1320,2110019,HH,정체,131,60,11110615
1321,2110018,LL,다이나믹,104,52,11110600
1322,2110017,LL,다이나믹,88,44,11110600
1323,2110016,LH,상권확장,111,67,11110560
1324,2110015,HL,상권축소,150,48,11110515
1325,2110014,LH,상권확장,111,82,11110515
1326,2110013,LH,상권확장,61,67,11110530
1327,2110012,HH,정체,124,56,11110530
1328,2110011,LH,상권확장,113,59,11110515
1329,2110010,LH,상권확장,118,61,11110560
1330,2110009,LL,다이나믹,84,55,11110550
1331,2110008,LL,다이나믹,70,55,11110515
1332,2110007,LH,상권확장,72,61,11110530
1333,2110006,LH,상권확장,116,63,11110550
1334,2110005,HH,정체,126,61,11110550
1335,2110004,HH,정체,154,80,11110570
1336,2110003,HH,정체,119,59,11110550
1337,2110002,HH,정체,144,66,11110570
1338,2110001,LH,상권확장,108,62,11110560
